,nasdaq100,nifty50,gold
2016-05-12,289886.9118356146,7900.39990234375,84793.79786152951
2016-05-13,288800.18731233105,7814.89990234375,84900.59783098754
2016-05-16,292944.59869384766,7860.75,85158.62663269043
2016-05-17,289040.9296407029,7890.75,85336.933505591
2016-05-18,291355.54137535393,7870.14990234375,85541.69338513166
2016-05-19,291202.38560535014,7783.39990234375,84629.64681356214
2016-05-20,294395.3852599673,7749.7001953125,84508.19316044915
2016-05-23,293742.7828806639,7731.0498046875,84384.18870976567
2016-05-24,300661.3304270506,7748.85009765625,83136.31675173342
2016-05-25,301281.66037585586,7934.89990234375,82346.44504547119
2016-05-26,300486.88190761954,8069.64990234375,81690.57666967157
2016-05-27,302132.6165169105,8156.64990234375,81268.77135853283
2016-05-31,304145.67048309,8160.10009765625,81672.22549345717
2016-06-01,304770.2392789833,8179.9501953125,81713.57407885138
2016-06-02,304923.6099417694,8218.9501953125,81409.86466422118
2016-06-03,303472.79048282653,8220.7998046875,83448.80733005982
2016-06-06,302183.01112187654,8201.0498046875,83140.52608365472
2016-06-07,301307.4194419384,8266.4501953125,83079.87943757325
2016-06-08,300667.10316296667,8273.0498046875,83789.30393878184
2016-06-09,301181.42726035416,8203.599609375,84774.4115299806
2016-06-10,297734.9130342901,8170.0498046875,84987.98760964349
2016-06-13,297006.0063313991,8110.60009765625,86252.59837717284
2016-06-14,297787.5883010328,8108.85009765625,86518.30268437508
2016-06-15,295759.03989744186,8206.599609375,86242.46416372061
2016-06-16,297781.64378497377,8140.75,87236.60002836306
2016-06-17,294426.38330157846,8170.2001953125,86994.29647445679
2016-06-20,295382.7392036617,8238.5,86597.69645690918
2016-06-21,298372.326188989,8219.900390625,85893.42656707764
2016-06-22,296975.6918386817,8203.7001953125,85491.09228515625
2016-06-23,300402.27439499274,8270.4501953125,84805.6030368898
2016-06-24,288179.0386695489,8088.60009765625,88759.43572998047
2016-06-27,285339.49378412217,8094.7001953125,89825.51935195923
2016-06-28,290486.2937520817,8127.85009765625,89052.39221429452
2016-06-29,294253.3292390406,8204.0,89252.0445307251
2016-06-30,298199.17845707387,8287.75,88993.31932375487
2016-07-01,299532.32319622487,8328.349609375,90228.58266978152
2016-07-05,297399.24053764343,8335.9501953125,91456.63144045416
2016-07-07,301008.28388236463,8337.900390625,91802.67029349972
2016-07-08,305650.71315440163,8323.2001953125,91566.4307877319
2016-07-11,305825.98503728956,8467.900390625,90981.47045135498
2016-07-12,306104.7841303982,8521.0498046875,89211.26903164666
2016-07-13,305933.97088039666,8519.5,89948.85161147453
2016-07-14,307220.20250216126,8565.0,88981.42925081775
2016-07-15,306775.0509957969,8541.400390625,88660.60359954834
2016-07-18,310160.70703981444,8508.7001953125,89187.44915805664
2016-07-19,309368.02714141086,8528.5498046875,89484.79070663452
2016-07-20,312796.20074003935,8565.849609375,88575.8884113282
2016-07-21,312065.97927165404,8510.099609375,89348.39610671997
2016-07-22,313345.2498428486,8541.2001953125,88851.4548721863
2016-07-25,314507.0178028196,8635.650390625,88927.41818078607
2016-07-26,314358.2240718901,8590.650390625,88861.97100053728
2016-07-27,315389.2502294332,8615.7998046875,88965.77885893546
2016-07-28,316367.54820650816,8666.2998046875,89273.43441348895
2016-07-29,316958.53820130974,8638.5,90392.4481048584
2016-08-01,317470.4260348901,8636.5498046875,90207.30228731688
2016-08-02,314658.05516501516,8622.900390625,90972.73944216315
2016-08-03,316063.88612924516,8544.849609375,90533.23726705927
2016-08-04,317081.0243406594,8551.099609375,90823.55870805681
2016-08-05,320249.28137522936,8683.150390625,89326.31859963387
2016-08-08,319591.933082059,8711.349609375,89063.11952164304
2016-08-09,320274.5584926605,8678.25,89422.43315887451
2016-08-10,319329.5742206834,8575.2998046875,89742.78700829484
2016-08-11,320572.9030495696,8592.150390625,89598.4471321106
2016-08-16,320729.06931467354,8642.5498046875,90291.31916809082
2016-08-17,321511.0591879338,8624.0498046875,89834.01469730213
2016-08-18,321316.0078782104,8673.25,90287.18032495119
2016-08-19,321146.2824688293,8666.900390625,89565.52922229003
2016-08-22,323074.652013544,8629.150390625,89876.58279343136
2016-08-23,323464.54785451666,8632.599609375,89994.47267901618
2016-08-24,321259.22165828943,8650.2998046875,88946.71048974618
2016-08-25,319980.5640697405,8592.2001953125,88454.09089189209
2016-08-26,320534.0146211013,8572.5498046875,88547.90036773682
2016-08-29,321434.20007169247,8607.4501953125,88753.35779333487
2016-08-30,320595.9964443147,8744.349609375,88049.96079246327
2016-08-31,319539.6337802708,8786.2001953125,87529.23827758059
2016-09-01,319533.6970024854,8774.650390625,87645.7703775391
2016-09-02,320522.25295990705,8809.650390625,88307.02270097658
2016-09-06,319980.1511051953,8943.0,89404.77287915535
2016-09-07,321181.4724852666,8917.9501953125,89357.77968763933
2016-09-08,319225.78533935547,8952.5,88830.35916503891
2016-09-09,311088.32130877674,8866.7001953125,88385.13931854255
2016-09-12,317911.733398404,8715.599609375,88141.08243560791
2016-09-14,316837.9634687975,8726.599609375,88220.83234405518
2016-09-15,322211.77203381434,8742.5498046875,87807.87384414673
2016-09-16,322088.09244371206,8779.849609375,87293.12977021746
2016-09-19,321121.81523126364,8808.400390625,87945.65545654297
2016-09-20,321829.616556976,8775.900390625,87985.05222518928
2016-09-21,324042.1742630005,8777.150390625,88585.43784512207
2016-09-22,325875.095685143,8867.4501953125,89300.93029779289
2016-09-23,323713.21193924546,8831.5498046875,89087.73310863785
2016-09-26,320854.8222270161,8723.0498046875,89232.72308058478
2016-09-27,323350.533794865,8706.400390625,88094.52054757811
2016-09-28,323390.32001893595,8745.150390625,87519.50033924077
2016-09-29,323277.28852312267,8591.25,88311.09970531985
2016-09-30,325776.24422223866,8611.150390625,87749.84931506589
2016-10-03,323048.3634320721,8738.099609375,86891.81587982178
2016-10-04,323533.82220059633,8769.150390625,84307.72836074233
2016-10-05,324678.6580886841,8743.9501953125,84215.75979916006
2016-10-06,325027.6011670232,8709.5498046875,83345.54492490739
2016-10-07,324400.74890868366,8697.599609375,83285.52490385994
2016-10-13,320770.22050502896,8573.349609375,83813.91571044922
2016-10-14,321129.5105803907,8583.400390625,83687.0244864747
2016-10-17,320305.4928919673,8520.400390625,83773.34928670898
2016-10-18,322993.24267655984,8677.900390625,84143.27235048823
2016-10-19,322294.2613459453,8659.099609375,84488.2910509985
2016-10-20,323024.620972462,8699.400390625,84594.34886862058
2016-10-21,324304.6253584586,8693.0498046875,84614.40452264529
2016-10-24,328152.9475407824,8708.9501953125,84344.5075378418
2016-10-25,326657.4195873365,8691.2998046875,84939.14143219125
2016-10-26,324998.4715991616,8615.25,84569.58845771477
2016-10-27,323573.0268266052,8615.25,84826.31517860107
2016-10-28,321508.3767297864,8638.0,85334.77634429932
2016-11-01,317790.4195343703,8626.25,85758.4967447631
2016-11-02,315183.2661591768,8514.0,87135.46354631335
2016-11-03,312458.5896358639,8484.9501953125,86950.97635125741
2016-11-04,310780.44994533807,8433.75,86909.9142538514
2016-11-07,318814.99463363364,8497.0498046875,85371.65379582159
2016-11-08,320656.3339190185,8543.5498046875,84980.35140649416
2016-11-09,319569.2695683874,8432.0,84283.65985004883
2016-11-10,315713.0819876008,8525.75,84165.24086380005
2016-11-15,322914.33883253485,8108.4501953125,82957.20886230469
2016-11-16,324666.7145481482,8111.60009765625,82882.90619807132
2016-11-17,328118.81127646565,8079.9501953125,82699.49319076538
2016-11-18,326825.5605754927,8074.10009765625,82147.54593276978
2016-11-21,331238.0211029053,7929.10009765625,82458.42812084965
2016-11-22,332471.421266377,8002.2998046875,82608.97035217285
2016-11-23,331933.6242002249,8033.2998046875,81317.19405797124
2016-11-25,334791.954713352,8114.2998046875,80995.94316123053
2016-11-28,332747.151857771,8126.89990234375,81566.21741007082
2016-11-29,334085.32703594863,8142.14990234375,81437.07562849112
2016-11-30,330060.0647215992,8224.5,80326.25175087899
2016-12-01,324702.44536229223,8192.900390625,80035.33588319086
2016-12-02,323303.23841717094,8086.7998046875,80161.20669561159
2016-12-05,324968.46595143154,8128.75,79845.49806213379
2016-12-06,325689.3984476626,8143.14990234375,79411.38977630623
2016-12-07,328583.0773041919,8102.0498046875,79573.35014343262
2016-12-08,327662.4825493321,8246.849609375,78881.37584809586
2016-12-09,330013.02015154436,8261.75,78150.51599349361
2016-12-12,328822.71476677805,8170.7998046875,78490.29480361938
2016-12-13,332764.4469708204,8221.7998046875,77982.39646091312
2016-12-14,331623.7936925031,8182.4501953125,78255.94283427112
2016-12-15,334583.8752913177,8153.60009765625,76487.39896734618
2016-12-16,333448.6734239012,8139.4501953125,77024.43319860846
2016-12-19,334755.5518565215,8104.35009765625,77365.81645584106
2016-12-20,336066.78105995804,8082.39990234375,76761.18893814087
2016-12-21,336016.1685858965,8061.2998046875,76798.29863227531
2016-12-22,334677.48062738776,7979.10009765625,76561.42826296389
2016-12-23,335121.0654213354,7985.75,76785.83095460199
2016-12-27,336542.89505164325,8032.85009765625,77077.10251877457
2016-12-28,334830.0928007215,8034.85009765625,77442.74350202642
2016-12-29,335451.2817522213,8103.60009765625,78872.26578259282
2016-12-30,330400.29889015853,8185.7998046875,78122.94845581055
2017-01-03,334628.089616403,8192.25,79062.58328879159
2017-01-04,337062.3280933276,8190.5,79452.39457036369
2017-01-05,337048.11678671837,8273.7998046875,80084.51873117685
2017-01-06,339144.56348866224,8243.7998046875,79376.30635639653
2017-01-09,342409.74917659536,8236.0498046875,80646.76829910278
2017-01-10,342879.96678456664,8288.599609375,80640.46421950683
2017-01-11,345020.2481184527,8380.650390625,81681.00008073729
2017-01-12,343523.0491006896,8407.2001953125,81693.04693182372
2017-01-13,344701.87737092376,8400.349609375,81435.1962816529
2017-01-17,343513.4014140256,8398.0,82530.65139770508
2017-01-18,343289.6835225187,8417.0,82246.66522565298
2017-01-19,344479.676466465,8435.099609375,81898.97751948237
2017-01-20,344754.82792291045,8349.349609375,82001.15343763679
2017-01-23,344858.6946737394,8391.5,82713.80023956299
2017-01-24,347134.27454845235,8475.7998046875,82362.61181204952
2017-01-25,351147.37793962285,8602.75,81613.35603601672
2017-01-27,352198.1356578395,8641.25,80967.82770174555
2017-01-30,349358.6747517884,8632.75,81268.84940258786
2017-01-31,347024.4551223889,8561.2998046875,81968.45791147463
2017-02-01,347814.8265448585,8716.400390625,81379.92993160151
2017-02-02,346931.3188958913,8734.25,81999.98110709712
2017-02-03,347198.138429258,8740.9501953125,81963.13617324829
2017-02-06,347066.252246663,8801.0498046875,82603.48251342773
2017-02-07,348466.7401828021,8768.2998046875,82932.43257408217
2017-02-08,349940.3001166284,8769.0498046875,83340.60100487061
2017-02-09,349028.6671037972,8778.400390625,82707.60784312617
2017-02-10,348856.9896773994,8793.5498046875,82390.40031116456
2017-02-13,351385.26938065514,8805.0498046875,81843.42374191154
2017-02-14,352715.73329711333,8792.2998046875,81897.75681022089
2017-02-15,354071.88304530457,8724.7001953125,82247.87497966178
2017-02-16,354429.96050285175,8778.0,82913.22174072266
2017-02-17,357633.78187073395,8821.7001953125,83123.15799768548
2017-02-21,358311.6135471314,8907.849609375,82869.18296813965
2017-02-22,358405.92967160046,8926.900390625,82501.00708007812
2017-02-23,356811.80846003443,8939.5,83656.25335654058
2017-02-27,356333.9926589504,8896.7001953125,83786.8533129273
2017-02-28,355495.43031016365,8879.599609375,83539.89963670168
2017-03-01,359606.5481450707,8945.7998046875,83308.0022839075
2017-03-02,358576.8305758834,8899.75,82362.37393757328
2017-03-03,359190.8088070415,8897.5498046875,81918.67054367065
2017-03-06,357923.99761067703,8963.4501953125,81763.5417137146
2017-03-07,356741.47952272,8946.900390625,81004.27943628654
2017-03-08,357050.19655610994,8924.2998046875,80505.68169784546
2017-03-09,358126.12012208253,8927.0,80278.23689611815
2017-03-10,359134.4780570194,8934.5498046875,80063.26855045184
2017-03-14,356138.7076904923,9087.0,79529.841621737
2017-03-15,356254.3892097473,9084.7998046875,78936.69675384276
2017-03-16,355143.3934994042,9153.7001953125,80483.54160308838
2017-03-17,353757.2436066717,9160.0498046875,80434.4608214479
2017-03-20,354399.1323749162,9126.849609375,80761.44841386471
2017-03-21,348402.4153060764,9121.5,81414.31153661385
2017-03-22,351547.68920042366,9030.4501953125,81822.91012930311
2017-03-23,350038.72359680757,9086.2998046875,81503.61743215937
2017-03-24,351043.7453613281,9108.0,81687.69310574234
2017-03-27,349569.38357982785,9045.2001953125,81657.4922893066
2017-03-28,352063.4438569397,9100.7998046875,81732.58694537356
2017-03-29,351772.8852364868,9143.7998046875,81195.25205151364
2017-03-30,352440.7747653872,9173.75,80663.55113983154
2017-03-31,352213.3454115875,9173.75,80812.57130551152
2017-04-03,352427.5814335942,9237.849609375,81148.78322155774
2017-04-05,352420.54703111574,9265.150390625,81000.8187280884
2017-04-06,350080.43275795877,9261.9501953125,80744.37944268808
2017-04-07,349918.35208930075,9198.2998046875,81002.6994500123
2017-04-10,350104.9808054194,9181.4501953125,80789.77710540779
2017-04-11,348898.5708613284,9237.0,82157.64935278334
2017-04-12,346818.4211425781,9203.4501953125,82256.85314941406
2017-04-13,345038.84909182787,9150.7998046875,82876.25264923088
2017-04-17,347753.31839639693,9139.2998046875,83048.06656728033
2017-04-18,348139.4946436584,9105.150390625,83405.06545297243
2017-04-19,349068.90521658957,9103.5,82838.28039298579
2017-04-20,351978.6558430046,9136.400390625,82887.66027307138
2017-04-21,351882.96030047536,9119.400390625,83243.29029321298
2017-04-24,354662.03450437635,9217.9501953125,82148.76436535642
2017-04-25,357026.0142636262,9306.599609375,81441.35649780277
2017-04-26,354740.55319580436,9351.849609375,80799.63620022591
2017-04-27,356896.1694353521,9342.150390625,80952.61578686535
2017-04-28,357680.90440544486,9304.0498046875,81106.36134497076
2017-05-02,361615.5519152619,9313.7998046875,80414.2550527649
2017-05-03,361191.52848282456,9311.9501953125,80031.34442651365
2017-05-04,361040.9328180179,9359.900390625,78704.50275421143
2017-05-05,362309.5749351382,9285.2998046875,78595.41689062491
2017-05-08,364510.854292009,9314.0498046875,78923.77748211287
2017-05-09,367045.9587217346,9316.849609375,78492.35441510007
2017-05-10,366752.47268579155,9407.2998046875,78576.7218667604
2017-05-11,365192.8164906129,9422.400390625,78692.9696036987
2017-05-12,366003.09884204715,9400.900390625,78918.22960583493
2017-05-15,365305.1978264004,9445.400390625,78677.45327665284
2017-05-16,365791.72099066153,9512.25,78916.50188446045
2017-05-17,358438.73268861324,9525.75,80769.229221344
2017-05-18,364984.93020294234,9429.4501953125,81199.15442905389
2017-05-19,366622.92551277205,9427.900390625,81264.02553043328
2017-05-22,367612.4242584035,9438.25,81315.39692839608
2017-05-23,370063.0146109052,9386.150390625,81417.95275623538
2017-05-24,371094.79593613744,9360.5498046875,81105.55247217044
2017-05-25,372967.2251630202,9509.75,81056.11964485608
2017-05-26,373612.01734578237,9595.099609375,81817.7506672265
2017-05-30,374440.864391543,9624.5498046875,81555.1321420325
2017-05-31,373378.1615478322,9621.25,82044.12615966797
2017-06-01,374422.1068995893,9616.099609375,81559.70307922363
2017-06-02,378603.1003049761,9653.5,82190.5547545068
2017-06-05,378221.7712246999,9675.099609375,82315.28460618295
2017-06-06,377296.06305234134,9637.150390625,83385.89898487553
2017-06-07,378624.32710543275,9663.900390625,83106.04314698372
2017-06-08,378094.59143185616,9647.25,81994.48821991682
2017-06-09,368884.5952152014,9668.25,81493.38269042969
2017-06-12,368001.2440054938,9616.400390625,81624.32714156248
2017-06-13,370172.73380526155,9606.900390625,81463.72432470694
2017-06-14,367482.0283921808,9618.150390625,81670.23592118174
2017-06-15,368049.4533083737,9578.0498046875,80842.02579052746
2017-06-16,366796.33366826177,9588.0498046875,80958.23693847656
2017-06-19,372236.6412212439,9657.5498046875,80235.47155059315
2017-06-20,369521.6645173207,9653.5,80082.3533782959
2017-06-21,373204.7291062586,9633.599609375,80251.03085581306
2017-06-22,373327.61049467325,9630.0,80583.73428732902
2017-06-23,374828.6890140474,9574.9501953125,81139.21533979475
2017-06-27,365958.8799127005,9511.400390625,80423.71623595711
2017-06-28,371138.89287158847,9491.25,80510.853515625
2017-06-29,366231.4833458699,9504.099609375,80605.62179546617
2017-06-30,365836.2878918499,9520.900390625,80378.87393551134
2017-07-03,362921.979671672,9615.0,78971.92243420891
2017-07-05,365994.92834752053,9637.599609375,79071.42259622552
2017-07-06,362258.59037376195,9674.5498046875,79092.59529292956
2017-07-07,366048.8687306717,9665.7998046875,78212.49595731683
2017-07-10,367908.71643615887,9771.0498046875,78315.84237474483
2017-07-11,368428.23897052556,9786.0498046875,78308.26248106454
2017-07-12,371962.1169761196,9816.099609375,78403.00232644659
2017-07-13,373241.82365394384,9891.7001953125,78361.09943943098
2017-07-14,376122.9591152966,9886.349609375,79024.68042478524
2017-07-17,375670.4999702275,9915.9501953125,79306.02939843759
2017-07-18,378127.4650468491,9827.150390625,79810.54401183967
2017-07-19,380191.96334192157,9899.599609375,79763.60238277353
2017-07-20,380882.47224969417,9873.2998046875,80071.75934204087
2017-07-21,380902.385359101,9915.25,80682.84681304917
2017-07-24,382416.8641783744,9966.400390625,80707.39675726555
2017-07-25,382212.58593085036,9964.5498046875,80668.30499602668
2017-07-26,382897.9572391324,10020.650390625,80366.53488922119
2017-07-27,379784.5423143804,10020.5498046875,80847.42135778815
2017-07-28,379264.01075947285,10014.5,81412.25247033685
2017-07-31,377455.4410894811,10077.099609375,81302.41774134524
2017-08-01,377619.8336853683,10114.650390625,81517.41128708981
2017-08-02,376385.1344237905,10081.5,80938.11602172721
2017-08-03,375251.77057070285,10013.650390625,80755.05793045647
2017-08-04,375806.56894031167,10066.400390625,80149.93644379266
2017-08-07,378814.4141392894,10057.400390625,80311.02997808345
2017-08-08,377525.68723809905,9978.5498046875,80036.32503089355
2017-08-09,378176.2160711866,9908.0498046875,81329.04098892212
2017-08-10,371246.4179585688,9820.25,82334.72180948593
2017-08-11,374026.1750000529,9710.7998046875,82591.27622232772
2017-08-14,379152.675796777,9794.150390625,82412.63440005854
2017-08-16,379664.6183692664,9897.2998046875,81926.54347086791
2017-08-17,372059.4156406224,9904.150390625,82572.60742648691
2017-08-18,371712.17498373985,9837.400390625,82527.67049248517
2017-08-21,371249.94961979985,9754.349609375,82814.50570837408
2017-08-22,376230.85761107504,9765.5498046875,82320.29521572869
2017-08-23,374543.1490765326,9852.5,82496.04252255242
2017-08-24,373608.3830143064,9857.0498046875,82381.03221130371
2017-08-28,372407.03575502336,9912.7998046875,83544.84180029668
2017-08-29,375099.59522677213,9796.0498046875,84021.0670245532
2017-08-30,379564.3913479205,9884.400390625,83687.2657938092
2017-08-31,382742.807986239,9917.900390625,84120.83908892702
2017-09-01,382698.05717374943,9974.400390625,84651.31097602844
2017-09-05,380287.98269541934,9952.2001953125,85842.71482666023
2017-09-06,380963.98220240325,9916.2001953125,85390.14862174448
2017-09-07,381418.22435044684,9929.900390625,86019.27787482971
2017-09-08,378160.6100063212,9934.7998046875,86076.83452606201
2017-09-11,382634.2929166276,10006.0498046875,85157.37939071655
2017-09-12,383646.6133343335,10093.0498046875,84975.5307006836
2017-09-13,384971.3988869637,10079.2998046875,84849.92099585198
2017-09-14,382929.6285365969,10086.599609375,84986.12375036627
2017-09-15,384160.1326904297,10085.400390625,84710.26195446774
2017-09-18,384075.82676099986,10153.099609375,83883.66416682489
2017-09-19,385218.65118514,10147.5498046875,83986.95674353279
2017-09-20,384005.73860752955,10141.150390625,84340.21313476562
2017-09-21,384595.8254480064,10121.900390625,83633.84615198243
2017-09-22,384427.96597591415,9964.400390625,83808.81710689329
2017-09-25,382933.1824786626,9872.599609375,85288.43400037102
2017-09-26,384345.5498148501,9871.5,84758.94802093506
2017-09-27,389073.7013699189,9735.75,84094.78855804447
2017-09-28,387785.44733219594,9768.9501953125,84020.28078460693
2017-09-29,390807.03888385,9788.599609375,83758.84078216553
2017-10-03,392335.31477419287,9859.5,83210.90161895752
2017-10-04,390041.57161438465,9914.900390625,82815.33490810543
2017-10-05,394986.10276995227,9888.7001953125,82810.17942941282
2017-10-06,395470.5926850252,9979.7001953125,82921.03324377444
2017-10-09,396316.28162830323,9988.75,83848.43306162581
2017-10-10,395577.3715390898,10016.9501953125,84197.32175472658
2017-10-11,396530.32999038696,9984.7998046875,83841.10465175286
2017-10-12,394828.57033632696,10096.400390625,84123.99189754017
2017-10-13,396289.50090200454,10167.4501953125,84657.36590194702
2017-10-16,395577.0767763518,10230.849609375,84096.51597536262
2017-10-17,397533.11928426847,10234.4501953125,83303.52634429932
2017-10-18,397677.94238367677,10210.849609375,83244.8257028833
2017-10-19,395439.0841526389,10146.5498046875,83525.7339637354
2017-10-23,394620.7032377422,10184.849609375,83095.08453046158
2017-10-24,395697.6810809225,10207.7001953125,82976.36032104492
2017-10-25,392608.7739585936,10295.349609375,82696.93291235343
2017-10-26,390046.40035725385,10343.7998046875,81802.98122207634
2017-10-27,401390.1663979031,10323.0498046875,81945.09806442261
2017-10-30,404004.9134379029,10363.650390625,82655.19458774664
2017-10-31,405171.62822623923,10335.2998046875,82155.32028961182
2017-11-01,404100.7974973507,10440.5,82396.16945614386
2017-11-02,402590.7857175246,10423.7998046875,82301.29791241698
2017-11-03,406068.08511570096,10452.5,81689.88773345947
2017-11-06,408448.87268390134,10451.7998046875,82768.73436904047
2017-11-07,408264.83357513696,10350.150390625,82269.42185377702
2017-11-08,413521.52290857956,10303.150390625,83514.81824549567
2017-11-09,409728.70197256655,10308.9501953125,83448.93666600343
2017-11-10,409887.6629726961,10321.75,82665.28773725592
2017-11-13,411564.20274103805,10224.9501953125,83229.2559152674
2017-11-14,411845.7424128428,10186.599609375,83859.30994415283
2017-11-15,409380.5892119743,10118.0498046875,83500.20349502563
2017-11-16,414664.70144888386,10214.75,83559.07715090085
2017-11-17,411769.1760352999,10283.599609375,84499.11999774165
2017-11-20,409460.31547532976,10298.75,82727.9098594971
2017-11-21,414770.4178628996,10326.900390625,83303.52786727902
2017-11-22,413573.4352103695,10342.2998046875,83645.69237948488
2017-11-24,413908.09943722934,10389.7001953125,83094.30968011357
2017-11-27,413473.33578740805,10399.5498046875,83508.32178259268
2017-11-28,413830.5856601894,10370.25,83422.56579302251
2017-11-29,406894.668749243,10361.2998046875,82656.98699108884
2017-11-30,410036.2943025641,10226.5498046875,82012.92346302234
2017-12-01,408788.8025837764,10121.7998046875,82481.83238827623
2017-12-04,404065.05272087455,10127.75,82203.82527204603
2017-12-05,403168.6051574163,10118.25,81185.72754879389
2017-12-06,405001.1963337958,10044.099609375,81269.90034701675
2017-12-07,407496.03940835595,10166.7001953125,80631.09730298817
2017-12-08,409493.7415047698,10265.650390625,80368.18902686052
2017-12-11,412233.2760529034,10322.25,80185.06642053835
2017-12-12,410787.8614751436,10240.150390625,79697.47311019897
2017-12-13,412775.96297201514,10192.9501953125,80390.57537658699
2017-12-14,410999.0192999542,10252.099609375,80644.41875799559
2017-12-15,415622.7165684812,10333.25,80620.13755233772
2017-12-18,417320.2152402885,10388.75,80872.05869245343
2017-12-19,416059.6814171672,10463.2001953125,80937.06767516583
2017-12-20,414546.8074539043,10444.2001953125,81090.66453359742
2017-12-21,414025.6130897049,10440.2998046875,81062.84781666566
2017-12-22,413833.5674970299,10493.0,81637.96906609368
2017-12-26,411789.7856168747,10531.5,82195.87897923589
2017-12-27,412031.05366545916,10490.75,82404.29113769531
2017-12-28,412991.6245306581,10477.900390625,82971.21717019659
2017-12-29,409767.43039157987,10530.7001953125,83684.18910367414
2018-01-02,415863.6452663541,10442.2001953125,83902.86232793704
2018-01-03,417300.2495851442,10443.2001953125,83526.04769635014
2018-01-04,417588.15372575074,10504.7998046875,83675.16435120488
2018-01-05,421616.31773874164,10558.849609375,83666.88384678215
2018-01-08,422396.98546104133,10623.599609375,83421.22665063478
2018-01-09,423728.6429203693,10637.0,83229.98486142885
2018-01-10,423985.7130930126,10632.2001953125,83834.20070675295
2018-01-11,427733.3260837719,10651.2001953125,84201.45222677616
2018-01-12,430330.4376749508,10681.25,84900.37978401734
2018-01-16,427951.2144155111,10700.4501953125,84826.20972418087
2018-01-17,435819.0933914222,10788.5498046875,85624.37452697754
2018-01-18,434736.32621717826,10817.0,84631.95101165771
2018-01-19,436492.25619372725,10894.7001953125,85065.25731640868
2018-01-22,440842.34128393605,10966.2001953125,84954.14333467651
2018-01-23,444826.52039324865,11083.7001953125,85324.64678510558
2018-01-24,441112.0265001785,11086.0,86439.30413399963
2018-01-25,439723.8168880902,11069.650390625,86618.5324207251
2018-01-30,441275.41429993697,11049.650390625,85024.11732820189
2018-01-31,443200.1911127195,11027.7001953125,85387.89780807495
2018-02-01,439384.00381851196,11016.900390625,85584.86383938603
2018-02-02,432489.54493363947,10760.599609375,85323.45234115608
2018-02-05,416599.582407251,10666.5498046875,85488.62209320068
2018-02-06,428720.4844225645,10498.25,85287.71847376227
2018-02-07,421117.6378365997,10476.7001953125,83916.16583758546
2018-02-08,404851.607024841,10576.849609375,84544.97754852287
2018-02-09,413236.30629966035,10454.9501953125,84616.81681282353
2018-02-12,418904.91998523474,10539.75,85028.60523870587
2018-02-14,428871.32573995367,10500.900390625,87091.00944137573
2018-02-15,435046.10623551905,10545.5,86568.47120833863
2018-02-16,432583.56866276264,10452.2998046875,86457.16229780763
2018-02-20,437323.8810494356,10360.400390625,85714.24349999987
2018-02-21,438439.37025792897,10397.4501953125,86270.44715881348
2018-02-22,438810.2393883206,10382.7001953125,86349.28094891366
2018-02-23,447943.83680250496,10491.0498046875,86268.44731377438
2018-02-26,452215.76409453154,10582.599609375,86100.28283920884
2018-02-27,447007.4611140378,10554.2998046875,85218.62032699585
2018-02-28,444920.4222305417,10492.849609375,85389.10981750488
2018-03-01,440405.2177277282,10458.349609375,85001.19480947871
2018-03-05,448567.91349504516,10358.849609375,85922.58624651004
2018-03-06,449371.88121574,10249.25,86688.93307486083
2018-03-07,449648.1217423156,10154.2001953125,86044.13919067383
2018-03-08,452059.9943486266,10242.650390625,85649.89277459588
2018-03-09,462218.6630546786,10226.849609375,86075.54746924806
2018-03-12,463272.4850184694,10421.400390625,85714.68689336907
2018-03-13,457639.12277789414,10426.849609375,86111.2443246888
2018-03-14,456453.3691410832,10410.900390625,85858.34001960699
2018-03-15,455865.6069651358,10360.150390625,85377.10090755858
2018-03-16,456397.82658400387,10195.150390625,85253.38152459823
2018-03-19,446663.42633515596,10094.25,85677.59839184582
2018-03-20,449031.5147614181,10124.349609375,85496.9582452979
2018-03-21,447066.9975768998,10155.25,86152.4261567127
2018-03-22,434785.22452899814,10114.75,86316.02010032721
2018-03-23,424067.15805208683,9998.0498046875,87920.39612292498
2018-03-26,436939.0348431915,10130.650390625,87622.90916613769
2018-03-27,423757.2227757275,10184.150390625,87044.33756432496
2018-03-28,420916.6095085591,10113.7001953125,86270.56804081053
2018-04-02,416299.3035212159,10211.7998046875,87424.39159051515
2018-04-03,419210.35833638906,10245.0,86505.38554223627
2018-04-04,426371.12152604386,10128.400390625,86820.3278424684
2018-04-05,427751.22827389836,10325.150390625,85896.0923859682
2018-04-06,417267.6710478142,10331.599609375,86389.03822980355
2018-04-09,419860.7034408748,10379.349609375,86685.78783773817
2018-04-10,429537.3560766801,10402.25,87129.75340270996
2018-04-11,429174.46585312486,10417.150390625,88430.23831176758
2018-04-12,434492.03841514885,10458.650390625,87365.00306459237
2018-04-13,432669.5458750427,10480.599609375,87782.7691601906
2018-04-16,436752.3556008227,10528.349609375,88165.97959518433
2018-04-17,447665.1282481998,10548.7001953125,88477.36090454087
2018-04-18,451060.2041187957,10526.2001953125,89192.71166332997
2018-04-19,447920.5030203797,10565.2998046875,89043.41519420408
2018-04-20,440836.95436286926,10564.0498046875,88375.64926273562
2018-04-23,442444.37082861364,10584.7001953125,88005.76007843018
2018-04-24,432292.68884467334,10614.349609375,88423.7352228174
