,nasdaq100,nifty50,gold
2010-10-11,89916.83317076415,6135.85009765625,60032.390992004424
2010-10-12,90848.97717285156,6090.89990234375,59883.64782714844
2010-10-13,91218.46531391144,6233.89990234375,60723.630208969116
2010-10-14,90538.14874051698,6177.35009765625,60668.414540594444
2010-10-15,92442.76644375548,6062.64990234375,60421.63481203001
2010-10-18,92940.2973337099,6075.9501953125,60565.89933251962
2010-10-19,91751.13382396847,6027.2998046875,59184.98436236568
2010-10-20,92190.15159130096,5982.10009765625,59373.86318305973
2010-10-21,92382.42591102608,6101.5,58551.73885246273
2010-10-22,93006.0818788223,6066.0498046875,58538.48208953859
2010-10-25,93524.58966064453,6105.7998046875,59219.77716064453
2010-10-26,94085.82540138252,6082.0,59407.20204162598
2010-10-27,94431.58050192893,6012.64990234375,58732.11941003427
2010-10-28,94602.60183276981,5987.7001953125,59616.07845806889
2010-10-29,94368.06294107065,6017.7001953125,60282.37843060307
2010-11-01,94604.0126497075,6117.5498046875,60013.68994318228
2010-11-02,95407.26382930297,6119.0,60142.77728948975
2010-11-03,95399.51839474496,6160.5,59099.81994102476
2010-11-04,96810.15216064453,6281.7998046875,61184.47283935547
2010-11-08,96094.46676779166,6273.2001953125,61582.92428405769
2010-11-09,96435.7771477662,6301.5498046875,62454.14108749386
2010-11-10,96676.22716405336,6275.7001953125,61826.22599977115
2010-11-11,96181.84970699903,6194.25,62101.20256437687
2010-11-12,94582.90942832176,6071.64990234375,60405.29937185673
2010-11-15,95443.41030523926,6121.60009765625,61274.21612617187
2010-11-16,94443.64529152215,5988.7001953125,60370.716019470245
2010-11-18,96295.20968930423,5998.7998046875,61026.616613354534
2010-11-19,96407.44463999942,5890.2998046875,61051.82985870354
2010-11-22,97354.38209246099,6010.0,61453.57355283201
2010-11-23,95882.43625136558,5934.75,62400.7489490509
2010-11-24,98390.08366746828,5865.75,62521.86836874392
2010-11-26,98127.82488366589,5751.9501953125,62063.6637952514
2010-11-29,98027.83831491694,5830.0,62439.85874938965
2010-11-30,96973.71596273035,5862.7001953125,63432.99894332886
2010-12-01,98992.73366584629,5960.89990234375,63496.723869918846
2010-12-02,98841.12020814512,6011.7001953125,62801.85436439514
2010-12-03,98887.50091464072,5992.7998046875,63425.70460293582
2010-12-06,98350.93521878682,5992.25,63565.36854471732
2010-12-07,98104.78088259138,5976.5498046875,63105.927121994086
2010-12-08,97926.70434570312,5903.7001953125,61521.25
2010-12-09,99070.65307617188,5766.5,62644.49890136719
2010-12-10,99801.0692693023,5857.35009765625,62362.71614356991
2010-12-13,99224.87698932644,5907.64990234375,62808.638260879554
2010-12-14,99367.42050955351,5944.10009765625,63035.67468939209
2010-12-15,98912.02697106171,5892.2998046875,62222.80478858948
2010-12-16,100365.40588378906,5948.75,62010.60110473633
2010-12-20,100410.27085617185,5947.0498046875,62580.26298522949
2010-12-21,101136.63754329365,6000.64990234375,62829.92745999154
2010-12-22,101018.41051144712,5984.39990234375,62655.626629272476
2010-12-23,100250.63907949068,5980.0,62031.001052856445
2010-12-27,100365.99969231244,5998.10009765625,62221.82277856441
2010-12-28,100456.63507778943,5996.0,63374.5156536866
2010-12-29,100312.21487399284,6060.35009765625,63518.84498069761
2010-12-30,99979.33700856939,6101.85009765625,63139.54832958989
2010-12-31,99382.31445934158,6134.5,63679.49185758969
2011-01-03,101030.08105328307,6157.60009765625,63758.0868345825
2011-01-04,100437.63023160398,6146.35009765625,61494.88584136963
2011-01-05,101940.9590795897,6079.7998046875,61665.66319183353
2011-01-06,102966.22545638122,6048.25,62000.993848205544
2011-01-07,102861.304488739,5904.60009765625,61828.83041763306
2011-01-10,103614.9066285789,5762.85009765625,62308.28473288566
2011-01-11,103702.35855813138,5754.10009765625,62709.041900634766
2011-01-12,103945.4719703272,5863.25,62492.29580591433
2011-01-13,103541.35326392669,5751.89990234375,62285.6798848114
2011-01-14,104461.40759939887,5654.5498046875,61163.58385217283
2011-01-18,105820.21617689356,5724.0498046875,62166.461011825595
2011-01-19,104386.46479512937,5691.0498046875,62097.461368957534
2011-01-20,103559.42579492182,5711.60009765625,60996.44897270203
2011-01-21,103839.15581246093,5696.5,61388.29783630371
2011-01-24,104870.17730114702,5743.25,61293.067682266235
2011-01-25,104718.16658937838,5687.39990234375,60553.03823570255
2011-01-27,105901.68638463598,5604.2998046875,59921.282115478534
2011-01-28,103735.06070255768,5512.14990234375,61253.899000906385
2011-01-31,104598.18940644246,5505.89990234375,61138.72830706183
2011-02-01,106482.70598987583,5417.2001953125,61353.677859802265
2011-02-02,105400.70053694304,5432.0,60463.41479682922
2011-02-03,105583.5363792954,5526.75,61462.03825096134
2011-02-04,106528.39298641961,5395.75,61428.55207621772
2011-02-07,107142.31538779289,5396.0,61461.34198955074
2011-02-08,107095.17721320968,5312.5498046875,61775.656978546176
2011-02-09,106596.89389793389,5253.5498046875,61620.72428710945
2011-02-10,107223.273320999,5225.7998046875,61762.164029083215
2011-02-11,108560.61258515157,5310.0,62052.239566543605
2011-02-14,108802.45333085954,5456.0,62236.678018603474
2011-02-15,108020.06482250988,5481.0,62292.75679687504
2011-02-16,108890.45237336121,5481.7001953125,62425.12457295228
2011-02-17,108633.90308992472,5546.4501953125,62740.75668919366
2011-02-18,108163.5651851166,5458.9501953125,62760.518521545455
2011-02-22,104338.22860386223,5469.2001953125,62907.657974243164
2011-02-23,103887.44186544791,5437.35009765625,63815.013258972205
2011-02-24,104214.61637473293,5262.7001953125,63759.266119918786
2011-02-25,106521.57135359198,5303.5498046875,63954.979932708666
2011-02-28,106382.29705810547,5333.25,63770.827209472656
2011-03-01,104418.22290762328,5522.2998046875,64524.565614776686
2011-03-03,106278.56929471437,5536.2001953125,63450.96194458008
2011-03-04,105844.20064703375,5538.75,64054.765630798414
2011-03-07,104537.32999535277,5463.14990234375,64395.39102867432
2011-03-08,105119.62854925543,5520.7998046875,64167.69583972171
2011-03-09,104288.78191328421,5531.0,64175.57437332161
2011-03-10,102496.09161284938,5494.39990234375,63365.41030068975
2011-03-11,103719.62044388428,5445.4501953125,64123.865867614746
2011-03-14,103627.5876578223,5531.5,64446.052217395045
2011-03-15,101569.92599153146,5449.64990234375,62597.369965057354
2011-03-16,99486.12354080658,5511.14990234375,63043.359786987305
2011-03-17,100180.30537898559,5446.64990234375,63208.080642700195
2011-03-18,100059.20488504786,5373.7001953125,63786.295019607525
2011-03-21,101816.97488870844,5364.75,64176.146969702095
2011-03-22,101404.98150116578,5413.85009765625,64109.024782180786
2011-03-23,101831.92153549194,5480.25,64489.81390090939
2011-03-24,103466.03143310547,5522.39990234375,64207.302185058594
2011-03-25,103309.6572565306,5654.25,63604.05673507694
2011-03-28,102948.5761223603,5687.25,63465.06326583866
2011-03-29,103858.617789682,5736.35009765625,63238.55978393555
2011-03-30,104232.1594973877,5787.64990234375,63515.72104724124
2011-03-31,103968.10685042571,5833.75,63959.107182998676
2011-04-01,104142.7923148498,5826.0498046875,63479.045004348736
2011-04-04,103462.14730352908,5908.4501953125,63472.23857242428
2011-04-05,103124.6444153823,5910.0498046875,64314.7410554504
2011-04-06,102739.57909214776,5891.75,64211.68173698429
2011-04-07,102879.99927233905,5885.7001953125,64319.847774505615
2011-04-08,102364.03144351207,5842.0,64976.93882843014
2011-04-11,102439.7661151886,5785.7001953125,64947.12261758419
2011-04-13,102904.69515265524,5911.5,64626.65642047115
2011-04-15,102502.70284500718,5824.5498046875,65977.0254492797
2011-04-18,101688.20769796148,5729.10009765625,66198.43107684329
2011-04-19,102443.65621539764,5740.75,66370.7447719574
2011-04-20,104354.45407480467,5851.64990234375,66314.75764628593
2011-04-21,105219.29617091361,5884.7001953125,66531.62731579598
2011-04-25,105861.00353519898,5874.5,66996.9246855774
2011-04-26,106407.69323546905,5868.39990234375,66748.2297706604
2011-04-27,106994.45301560685,5833.89990234375,67235.31161260977
2011-04-28,106758.56383522041,5785.4501953125,67814.44099517819
2011-04-29,106500.74562676996,5749.5,68930.79881286621
2011-05-02,106315.49530302733,5701.2998046875,68837.27374108881
2011-05-03,106264.24980334472,5565.25,68395.83968077088
2011-05-04,105814.44290420227,5537.14990234375,67140.36861972045
2011-05-05,106171.88706604764,5459.85009765625,66196.23222114565
2011-05-06,106528.14476255793,5551.4501953125,66656.63895507809
2011-05-09,106661.17185239866,5551.10009765625,67044.3710064087
2011-05-10,107570.32932821661,5541.25,67655.52583654784
2011-05-11,106683.514264673,5565.0498046875,66919.03966021724
2011-05-12,107656.75489267893,5486.14990234375,67360.08352911379
2011-05-13,106375.81778511964,5544.75,66769.91372430418
2011-05-16,105109.73825025931,5499.0,67008.38373315427
2011-05-17,105481.38160604704,5438.9501953125,66605.79771395866
2011-05-18,106238.22764134221,5420.60009765625,67242.17353308108
2011-05-19,106279.6923802644,5428.10009765625,66925.16553314216
2011-05-20,105461.6288460847,5486.35009765625,67669.67988769524
2011-05-23,104602.62185787968,5386.5498046875,68415.79951675422
2011-05-24,104028.31985358428,5394.85009765625,68787.70956250001
2011-05-25,104524.26523363497,5348.9501953125,69048.11619692994
2011-05-26,105108.77041666117,5412.35009765625,68815.33211529534
2011-05-27,105567.90786364581,5476.10009765625,69425.39709675591
2011-06-01,103954.20002757572,5592.0,69037.82250390621
2011-06-02,104143.08590916451,5550.35009765625,68572.31742858887
2011-06-03,102603.79437508993,5516.75,69006.48722676095
2011-06-06,101601.01656284183,5532.0498046875,69082.15216827393
2011-06-07,101218.30524228513,5556.14990234375,68846.61612017825
2011-06-08,100614.06225877535,5526.85009765625,68691.54467497254
2011-06-09,100646.58220115677,5521.0498046875,68777.65655807499
2011-06-10,99060.61453080736,5485.7998046875,68175.55657867435
2011-06-13,99558.14361703489,5482.7998046875,67871.99884414673
2011-06-14,100677.96162104234,5500.5,68173.28796638176
2011-06-15,98764.83551421203,5447.5,68209.57351171877
2011-06-16,98556.85925908666,5396.75,68512.64102073666
2011-06-17,98244.60457690433,5366.39990234375,68929.27773239138
2011-06-20,98909.63566550892,5257.89990234375,69167.10335350037
2011-06-21,100791.46248016041,5275.85009765625,69198.95740509033
2011-06-22,100049.8125,5278.2998046875,69492.2760925293
2011-06-23,101138.9912490081,5320.0,68176.48158554081
2011-06-24,99435.14024496451,5471.25,67297.4227104187
2011-06-27,101238.1892793579,5526.60009765625,67245.20114135742
2011-06-28,102721.60186100006,5545.2998046875,67396.5137461396
2011-06-29,102698.67988910992,5600.4501953125,67583.12255845638
2011-06-30,103681.84608152974,5647.39990234375,66992.06383091118
2011-07-01,105301.4559486052,5627.2001953125,66100.20386081841
2011-07-05,105139.45002978668,5632.10009765625,67055.38439579774
2011-07-06,105442.45921859145,5625.4501953125,67767.27163458243
2011-07-07,106963.41335612163,5728.9501953125,67833.76663732901
2011-07-08,106653.10334330425,5660.64990234375,68321.39665747061
2011-07-11,104754.69639587402,5616.10009765625,68689.27980224602
2011-07-12,104439.2873593308,5526.14990234375,69598.2672328339
2011-07-13,104565.51225618739,5585.4501953125,70462.13903900143
2011-07-15,104636.14812724292,5581.10009765625,70587.12459381111
2011-07-18,104308.44543457031,5567.0498046875,71293.44891357422
2011-07-19,106406.79687207192,5613.5498046875,71031.93237330625
2011-07-20,105946.6856160583,5567.0498046875,70845.57512803655
2011-07-21,106507.82973309327,5541.60009765625,70295.24095245358
2011-07-22,107626.8481464386,5633.9501953125,70937.59094139095
2011-07-25,107414.08550191484,5680.2998046875,71427.72221374512
2011-07-26,107017.26849559788,5574.85009765625,71211.22769119265
2011-07-27,104226.04804057628,5546.7998046875,71108.44802856445
2011-07-28,104381.59457863308,5487.75,71005.73236642452
2011-07-29,103987.2667128127,5482.0,71661.48241587821
2011-08-01,103726.50665495452,5516.7998046875,71337.99655532837
2011-08-02,101488.4249921143,5456.5498046875,72675.42158234864
2011-08-03,102486.22080300841,5404.7998046875,73710.24482499389
2011-08-04,98359.4508178467,5331.7998046875,73805.23796918336
2011-08-05,97788.150115069,5211.25,73475.47612307128
2011-08-08,92719.22923267633,5118.5,76964.12558426522
2011-08-09,97674.1902234219,5072.85009765625,78653.21846008301
2011-08-10,93803.1825744398,5161.0,80600.26656636968
2011-08-11,98153.10301899165,5138.2998046875,79208.39933071285
2011-08-12,98831.59126339108,5072.9501953125,78818.87511386722
2011-08-16,99297.29757780209,5035.7998046875,80658.94536750484
2011-08-17,98833.93923152238,5056.60009765625,81146.73390244134
2011-08-18,94758.20074124448,4944.14990234375,83141.91845071409
2011-08-19,93167.03299479373,4845.64990234375,84513.21842324827
2011-08-22,93260.13565718383,4898.7998046875,86143.60592572019
2011-08-23,96966.95863885805,4948.89990234375,84626.98592495732
2011-08-24,98543.13644876704,4888.89990234375,80583.35046952823
2011-08-25,96998.73676417395,4839.60009765625,80968.39729281608
2011-08-26,99472.23472325597,4747.7998046875,82546.53686537175
2011-08-29,101968.56081549078,4919.60009765625,81998.13839050289
2011-08-30,102799.47283520363,5001.0,83918.5932482453
2011-09-02,99069.8362242356,5040.0,85628.0891980743
2011-09-06,99796.31048059091,5064.2998046875,86090.19883596804
2011-09-07,102381.45203590393,5124.64990234375,83525.76741290279
2011-09-08,102145.20186707005,5153.25,85543.47510693362
2011-09-09,99809.63405664358,5059.4501953125,85635.73510906985
2011-09-12,103367.17821047362,4946.7998046875,85354.88487519836
2011-09-13,105388.72847481072,4940.9501953125,86699.92864489742
2011-09-14,107140.79309368134,5012.5498046875,86725.66250419617
2011-09-15,108611.60278320312,5075.7001953125,84478.75
2011-09-16,109539.27917480469,5084.25,86074.74884033203
2011-09-19,110180.95295963623,5031.9501953125,84775.13760615233
2011-09-20,109996.08440309297,5140.2001953125,86554.20455465699
2011-09-21,108872.64328646846,5133.25,87043.15334701538
2011-09-22,108078.22448485531,4923.64990234375,86043.43844125979
2011-09-23,109179.98915161006,4867.75,81012.03680038452
2011-09-26,110373.43685650639,4835.39990234375,78669.50242996216
2011-09-27,109995.78097808082,4971.25,80565.78707510373
2011-09-28,108265.95428466797,4945.89990234375,78794.6273803711
2011-09-29,107378.64280131832,5015.4501953125,78933.33098602295
2011-09-30,104520.33276561275,4943.25,79172.74618188478
2011-10-03,102375.46273645014,4849.5,81309.59747314453
2011-10-04,104976.4416931048,4772.14990234375,79609.55395935662
2011-10-05,107283.14979060367,4751.2998046875,80620.74990280159
2011-10-07,108023.35289559327,4888.0498046875,80155.88149642944
2011-10-10,111227.73705725558,4979.60009765625,81498.18314970704
2011-10-11,112997.26473207772,4974.35009765625,81720.3044737
2011-10-12,112844.17010449525,5099.39990234375,82232.38513163757
2011-10-13,114482.49200964347,5077.85009765625,82031.16367439274
2011-10-14,116699.44692683406,5132.2998046875,82744.56368545536
2011-10-17,114151.17983151227,5118.25,81931.95255661011
2011-10-18,116446.20853966847,5037.5,81329.70836802665
2011-10-19,113546.85708299093,5139.14990234375,80670.45723724365
2011-10-20,114991.62275530398,5091.89990234375,80369.33620111085
2011-10-21,116469.46781734005,5049.9501953125,81526.08578070067
2011-10-24,118148.00530973822,5098.35009765625,81831.8237400055
2011-10-25,115415.34213380888,5191.60009765625,83977.2345343628
2011-10-28,119560.23324336857,5360.7001953125,86943.29716754146
2011-10-31,114765.97014977038,5326.60009765625,83844.39238419197
2011-11-01,111868.56948541477,5257.9501953125,83279.50357437134
2011-11-02,114195.80858300533,5258.4501953125,85152.30119246524
2011-11-03,116309.01901237667,5265.75,86662.79613962397
2011-11-04,115572.78750389162,5284.2001953125,86093.95738416445
2011-11-08,117384.48921142425,5289.35009765625,87959.74491967773
2011-11-09,114108.27899336256,5221.0498046875,88309.28266328434
2011-11-11,117694.76810689084,5168.85009765625,89303.49836349487
2011-11-14,117143.26919521857,5148.35009765625,88948.67152489629
2011-11-15,119182.77590033691,5068.5,89740.66319499817
2011-11-16,117666.59099601209,5030.4501953125,89795.08182058111
2011-11-17,115201.78171549644,4934.75,87199.02035369258
2011-11-18,114834.2463081954,4905.7998046875,87870.01632295828
2011-11-21,113272.27583404351,4778.35009765625,85975.9559769379
2011-11-22,115377.70823100209,4812.35009765625,88613.12277243659
2011-11-23,113706.52457270026,4706.4501953125,88995.42343527824
2011-11-25,111981.25874811038,4710.0498046875,87752.1860370636
2011-11-28,116166.56205531675,4851.2998046875,89351.66604659427
2011-11-29,114866.2269448284,4805.10009765625,88999.13882764895
2011-11-30,119127.76278549805,4832.0498046875,90596.68628692627
2011-12-01,119454.91241705325,4936.85009765625,89767.07073152158
2011-12-02,118094.65224758908,5050.14990234375,89621.09866714478
2011-12-05,118914.12484600674,5039.14990234375,88443.96071388852
2011-12-07,118811.65177043155,5062.60009765625,89134.08257820131
2011-12-08,117781.64505220018,4943.64990234375,88225.67991058342
2011-12-09,119875.75423483271,4866.7001953125,88551.7638311768
2011-12-12,118893.90388343018,4764.60009765625,86318.72311817016
2011-12-13,119429.69013117999,4800.60009765625,87393.73881820682
2011-12-14,118573.89114833064,4763.25,84126.33017532341
2011-12-15,119596.58996333927,4746.35009765625,84571.76324713137
2011-12-16,119093.55211348273,4651.60009765625,84901.87324011233
2011-12-19,116286.16920285858,4613.10009765625,83694.84053022461
2011-12-20,120258.23665309139,4544.2001953125,85142.11994598387
2011-12-21,118546.37078518979,4693.14990234375,84963.24881112669
2011-12-22,118762.88516129367,4733.85009765625,84295.10148321232
2011-12-23,120120.30044994038,4714.0,84262.79174259957
2011-12-27,120847.43192529306,4750.5,84014.33864303585
2011-12-28,119815.17866961658,4705.7998046875,82599.26390548702
2011-12-29,120788.80520817265,4646.25,81399.11623040773
2011-12-30,120724.994140625,4624.2998046875,82987.40258789062
2012-01-03,123755.82277751341,4765.2998046875,85260.80853456724
2012-01-04,123591.11165030673,4749.64990234375,85511.29506538389
2012-01-05,124143.58838351443,4749.9501953125,85585.28881927487
2012-01-06,124311.52112337202,4754.10009765625,85265.43199934391
2012-01-09,123815.7830952499,4742.7998046875,84671.84803962708
2012-01-10,124003.36079035327,4849.5498046875,85431.78174209595
2012-01-11,122408.09638023376,4860.9501953125,84582.71497924812
2012-01-12,123267.9819946289,4831.25,85247.77752685547
2012-01-13,122038.3718047943,4866.0,83884.08250000002
2012-01-17,122964.67325449828,4967.2998046875,85044.17525915522
2012-01-18,122874.8757232055,4955.7998046875,84053.67753219604
2012-01-19,122964.011031311,5018.39990234375,83300.47578009032
2012-01-20,122589.42146359012,5048.60009765625,83689.10097931512
2012-01-23,122404.49754733033,5046.25,84274.19328308105
2012-01-24,121308.56482451782,5127.35009765625,82943.72582034301
2012-01-25,123282.99560546875,5158.2998046875,84990.00244140625
2012-01-27,129225.69371038117,5204.7001953125,90907.38001598511
2012-01-30,121757.22873990238,5087.2998046875,85490.62884521484
2012-01-31,129550.09686218109,5199.25,91222.33801616821
2012-02-01,123164.90661621094,5235.7001953125,86481.4487915039
2012-02-02,122320.62793973833,5269.89990234375,86100.76744433586
2012-02-03,123929.326171875,5325.85009765625,85157.10119628906
2012-02-06,123009.38196700439,5361.64990234375,83819.39056533203
2012-02-07,124205.14560872689,5335.14990234375,85666.16284919437
2012-02-08,124849.74265865237,5368.14990234375,84810.06102810055
2012-02-09,126012.02522872109,5412.35009765625,85468.36993026733
2012-02-10,126061.77289987542,5381.60009765625,85282.67102831416
2012-02-13,126812.04113474395,5390.2001953125,85035.22010421753
2012-02-14,126670.90393233765,5416.0498046875,84401.68992959289
2012-02-15,126159.54643019289,5531.9501953125,85206.7207602784
2012-02-16,127755.83244754001,5521.9501953125,85101.8884400269
2012-02-17,127359.10188352782,5564.2998046875,84988.53513145447
2012-02-21,127305.11195717286,5607.14990234375,86357.94750882266
2012-02-22,127190.8984059412,5505.35009765625,87266.31248474121
2012-02-23,127717.25749513041,5483.2998046875,87849.20673254086
2012-02-24,127848.47571806982,5429.2998046875,87144.98044702457
2012-02-27,127752.0930471057,5281.2001953125,86920.58657512208
2012-02-28,129495.12754321471,5375.5,87872.15159988403
2012-02-29,128710.27767311409,5385.2001953125,83901.37575468142
2012-03-01,129541.38817775995,5339.75,84339.05926735234
2012-03-02,129960.46160108596,5359.35009765625,84069.54798330087
2012-03-05,129485.60876125842,5280.35009765625,84329.15665054321
2012-03-06,129015.14339079894,5222.39990234375,83290.87772266846
2012-03-07,131326.1196745485,5220.4501953125,84767.6267356202
2012-03-09,132535.72986724414,5333.5498046875,85669.90010744939
2012-03-12,131688.72854681686,5359.5498046875,84540.29237045906
2012-03-13,134785.17479058634,5429.5,84630.79662746284
2012-03-14,134960.07087965682,5463.89990234375,81845.77800750732
2012-03-15,135489.74383784458,5380.5,82802.36315112608
2012-03-16,136664.42784539424,5317.89990234375,83400.77627182007
2012-03-19,137026.52248474304,5257.0498046875,83566.69795742491
2012-03-20,137505.67550836876,5274.85009765625,82710.44620278012
2012-03-21,137905.90487152338,5364.9501953125,83140.20080566406
2012-03-22,138290.3774986267,5228.4501953125,83146.36416564323
2012-03-23,139483.47558168788,5278.2001953125,84976.77672056574
2012-03-26,141742.9121501837,5184.25,85999.26449394226
2012-03-27,140992.28720439225,5243.14990234375,85382.2992396485
2012-03-28,140690.45502454136,5194.75,84176.55596636655
2012-03-29,141798.12886267249,5178.85009765625,84820.6431605285
2012-03-30,141450.0557101462,5295.5498046875,85698.52799540106
2012-04-02,141637.87267091125,5317.89990234375,85331.07005119324
2012-04-03,139834.69647216797,5358.5,83917.5
2012-04-04,140291.4646911621,5322.89990234375,82401.4336509034
2012-04-09,139875.97591249086,5234.39990234375,83849.62374687195
2012-04-10,138725.91664051265,5243.60009765625,85419.44279098511
2012-04-11,139354.94800563902,5226.85009765625,85368.82230377197
2012-04-12,140378.04153642152,5276.85009765625,86037.42707633972
2012-04-13,138263.86094942596,5207.4501953125,84992.37461258238
2012-04-16,137958.7298900634,5226.2001953125,85185.02786960453
2012-04-17,140177.21538820118,5289.7001953125,84937.64044529106
2012-04-18,140663.44786632527,5300.0,84870.17397799063
2012-04-19,140085.42603604496,5332.39990234375,85537.60232817382
2012-04-20,139523.3768633008,5290.85009765625,85615.80932890624
2012-04-23,139303.44591522217,5200.60009765625,85671.48927454837
2012-04-24,138989.8251470346,5222.64990234375,86541.73955154419
2012-04-25,142358.0168380253,5202.0,86235.87152726436
2012-04-26,142810.22633383423,5189.0,86968.017318042
2012-04-27,143654.44429109618,5190.60009765625,87198.591796875
2012-04-30,143423.5404170556,5248.14990234375,87591.32005924685
2012-05-02,144827.95119508728,5239.14990234375,87560.75879566651
2012-05-03,144446.74997272622,5188.39990234375,87279.35253821407
2012-05-04,140886.02968309075,5086.85009765625,87840.13654814754
2012-05-07,139625.83106771484,5114.14990234375,86686.85430839844
2012-05-08,139693.4409650229,4999.9501953125,85201.2720489502
2012-05-09,141075.82163559273,4974.7998046875,85769.7452367004
2012-05-10,139322.62388852052,4965.7001953125,84943.85637123417
2012-05-11,139308.77758890018,4928.89990234375,84331.44689018559
2012-05-14,139766.33029509522,4907.7998046875,84206.8537684204
2012-05-15,138813.37635326385,4942.7998046875,83737.15822329093
2012-05-16,139574.28181478754,4858.25,83704.46134549566
2012-05-17,136662.9343076339,4870.2001953125,85759.86364555359
2012-05-18,135000.56992944423,4891.4501953125,86691.26509019779
2012-05-22,140641.20813535154,4860.5,87308.10787416995
2012-05-23,142618.65489218384,4835.64990234375,86682.76198022766
2012-05-24,140641.8149020616,4921.39990234375,86523.59285151679
2012-05-25,140402.90418326575,4920.39990234375,87162.53286730964
2012-05-29,142452.73845485598,4990.10009765625,86207.46230668947
2012-05-30,142672.92333512567,4950.75,87906.85757468874
2012-05-31,141589.6641971059,4924.25,87627.48004799196
2012-06-01,137886.27094500512,4841.60009765625,90874.39756584167
2012-06-04,137902.96876931563,4848.14990234375,89715.70096399542
2012-06-05,138399.5262145996,4863.2998046875,89866.49567197263
2012-06-06,140959.1906958595,4997.10009765625,90388.54789345711
2012-06-07,139290.3490550937,5049.64990234375,87164.62902296754
2012-06-08,140597.87613107637,5068.35009765625,87356.91202200623
2012-06-11,140101.2030166192,5054.10009765625,88802.34050941467
2012-06-12,142072.8657302307,5115.89990234375,89985.43241686095
2012-06-13,140722.8046056591,5121.4501953125,90092.57271217648
2012-06-14,141725.24527794402,5054.75,90303.485105542
2012-06-15,143469.49131334014,5139.0498046875,90783.3465461731
2012-06-18,144929.64633538574,5064.25,90881.50417191163
2012-06-19,146630.2060898021,5103.85009765625,90758.8458880065
2012-06-20,147294.73410431296,5120.5498046875,90667.79121968988
2012-06-21,143951.73273921385,5165.0,88078.22152519226
2012-06-22,145560.17045730073,5146.0498046875,88162.6685256958
2012-06-25,144432.04907784238,5114.64990234375,90500.19907951355
2012-06-26,145361.2822519848,5120.7998046875,89730.59108734131
2012-06-27,145850.3782508392,5141.89990234375,89680.87259292603
2012-06-28,144076.64200485684,5149.14990234375,88019.85834688414
2012-06-29,148567.66377407592,5278.89990234375,91075.5935382843
2012-07-02,145500.1681489069,5278.60009765625,88529.6011357177
2012-07-03,143822.58001925796,5287.9501953125,88130.63082497567
2012-07-05,145446.70452333894,5327.2998046875,88389.74909936218
2012-07-06,143513.98944852874,5316.9501953125,86714.14010773925
2012-07-09,145767.54069869407,5275.14990234375,88712.18606111454
2012-07-10,143206.78410425782,5345.35009765625,87474.27187563479
2012-07-11,142993.32135531586,5306.2998046875,87609.47093234863
2012-07-12,142353.54470397346,5235.25,87521.73076224979
2012-07-13,144572.20415028743,5227.25,89015.00566887204
2012-07-16,141861.4519529892,5197.25,87592.37544626463
2012-07-17,142794.72521206364,5192.85009765625,87556.22977589723
2012-07-18,145244.75307077542,5216.2998046875,86863.53611909179
2012-07-19,146382.9388906192,5242.7001953125,87091.95050256653
2012-07-20,144301.13095294312,5205.10009765625,87224.23504829407
2012-07-23,144940.25200497825,5117.9501953125,88259.24790701596
2012-07-24,144055.0478760302,5128.2001953125,88426.21069335938
2012-07-25,143157.97326956782,5109.60009765625,90302.06552124023
2012-07-26,143505.7117447313,5043.0,89661.57251358032
2012-07-27,146957.81728633214,5099.85009765625,89822.57607351383
2012-07-30,146434.224141825,5199.7998046875,89768.63093752135
2012-07-31,147051.50792521145,5229.0,89621.10208320618
2012-08-01,146165.38039937243,5240.5,88954.02649349067
2012-08-02,146603.79013569094,5227.75,88637.2445494202
2012-08-03,149422.4913482666,5215.7001953125,89675.83000946045
2012-08-06,149570.49769258406,5282.5498046875,89544.98606573185
2012-08-07,149614.97549418826,5336.7001953125,88634.90796925966
2012-08-08,150405.55945457518,5338.0,89383.69237165526
2012-08-09,150307.4156497838,5322.9501953125,89373.88396753231
2012-08-10,150492.55535909906,5320.39990234375,89517.5794222625
2012-08-13,150999.69347130973,5347.89990234375,89072.04546293942
2012-08-14,151796.05684717372,5380.35009765625,89003.41065501096
2012-08-16,153955.6345927762,5362.9501953125,89884.24849145813
2012-08-17,154634.72820057068,5366.2998046875,89895.37616504822
2012-08-21,153477.30302030034,5421.0,90789.78335007932
2012-08-22,154460.3218095526,5412.85009765625,90864.23960477905
2012-08-23,152623.70063774474,5415.35009765625,92258.75448283693
2012-08-24,153509.4879873367,5386.7001953125,92269.81012993772
2012-08-27,154954.64635489043,5350.25,93132.61210023193
2012-08-29,154854.43505859375,5287.7998046875,92323.05993947759
2012-08-30,153185.04363873415,5315.0498046875,91980.89527511597
2012-08-31,154214.1616082471,5258.5,93710.92466575932
2012-09-04,154257.92377108242,5274.0,94206.49854372861
2012-09-05,154680.80278259888,5225.7001953125,94520.79492324218
2012-09-06,157495.9996828921,5238.39990234375,94763.31105189817
2012-09-07,157239.9810315678,5342.10009765625,96705.77664375305
2012-09-10,154580.55194802396,5363.4501953125,95835.66741826478
2012-09-11,154110.24036000017,5390.0,95834.35326891486
2012-09-12,154123.0661771875,5431.0,95542.96376903076
2012-09-13,156907.75763817132,5435.35009765625,98039.98115129396
2012-09-14,158231.1329663843,5577.64990234375,98078.77780971676
