symbol,entry_date,exit_date,entry,exit,return_pct,pnl,weeks_held
GILLETTE.NS,2019-04-01,2019-05-06,5993.57,6161.08,2.8,7816.0,5
KAJARIACER.NS,2019-04-01,2019-05-06,581.7,539.52,-7.3,-26808.0,5
AARTIIND.NS,2019-04-01,2019-06-10,383.57,412.16,7.5,24047.0,10
BAJAJFINSV.NS,2019-04-01,2019-07-08,740.92,772.24,4.2,12886.0,14
OBEROIRLTY.NS,2019-04-08,2019-04-22,574.63,504.62,-12.2,-43698.0,2
IGL.NS,2019-04-08,2019-06-24,139.31,138.2,-0.8,-4465.0,11
MAHABANK.NS,2019-04-15,2019-04-29,13.5,13.45,-0.3,-2832.0,2
BAJAJ-AUTO.NS,2019-04-15,2019-05-27,2466.44,2377.25,-3.6,-14183.0,6
INDIGO.NS,2019-04-15,2019-07-08,1522.65,1293.75,-15.0,-53793.0,12
ASTRAL.NS,2019-04-15,2019-07-22,546.55,539.94,-1.2,-5926.0,14
ABB.NS,2019-04-22,2019-05-06,1287.97,1215.7,-5.6,-20966.0,2
HCLTECH.NS,2019-04-22,2019-05-13,442.09,413.87,-6.4,-23680.0,3
TCS.NS,2019-04-22,2019-05-13,1830.34,1737.5,-5.1,-19131.0,3
ULTRACEMCO.NS,2019-04-22,2019-06-10,4370.69,4283.51,-2.0,-8487.0,7
DCMSHRIRAM.NS,2019-04-29,2019-06-03,421.85,476.67,13.0,42797.0,5
PVRINOX.NS,2019-04-29,2019-06-17,1733.65,1569.86,-9.4,-34066.0,7
TRENT.NS,2019-04-29,2019-07-22,374.61,402.77,7.5,24035.0,12
KOTAKBANK.NS,2019-04-29,2019-08-26,278.2,284.61,2.3,6165.0,17
BLUESTARCO.NS,2019-05-06,2019-07-01,351.63,352.01,0.1,-1319.0,8
BAJFINANCE.NS,2019-05-13,2019-07-08,328.71,330.11,0.4,-251.0,8
ABREL.NS,2019-05-20,2019-06-10,990.42,937.23,-5.4,-20245.0,3
CGCL.NS,2019-05-20,2019-06-10,182.46,160.08,-12.3,-44029.0,3
KEI.NS,2019-05-20,2019-06-10,487.47,457.06,-6.2,-23240.0,3
MANAPPURAM.NS,2019-05-20,2019-06-17,121.56,116.54,-4.1,-15957.0,4
ABB.NS,2019-05-20,2019-07-08,1285.27,1306.49,1.7,3965.0,7
JKCEMENT.NS,2019-05-20,2019-07-08,1006.55,932.78,-7.3,-26966.0,7
LT.NS,2019-05-20,2019-07-08,1373.59,1308.9,-4.7,-17920.0,7
FEDERALBNK.NS,2019-05-20,2019-07-15,99.61,94.12,-5.5,-20748.0,8
ICICIBANK.NS,2019-05-20,2019-07-15,413.56,392.99,-5.0,-18882.0,8
MUTHOOTFIN.NS,2019-05-20,2019-07-15,573.07,538.26,-6.1,-22667.0,8
RAMCOCEM.NS,2019-05-20,2019-07-15,797.19,743.87,-6.7,-24758.0,8
SIEMENS.NS,2019-05-20,2019-07-15,688.1,673.82,-2.1,-8878.0,8
KPIL.NS,2019-05-20,2019-07-22,476.79,428.75,-10.1,-36473.0,9
SOBHA.NS,2019-05-20,2019-08-12,495.22,453.72,-8.4,-30621.0,12
BRIGADE.NS,2019-05-20,2020-03-09,123.44,133.23,7.9,25638.0,42
CHAMBLFERT.NS,2019-05-27,2019-06-10,158.92,140.76,-11.4,-41450.0,2
DEEPAKNTR.NS,2019-05-27,2019-06-10,304.91,273.35,-10.3,-37690.0,2
SUNDARMFIN.NS,2019-05-27,2019-06-10,1587.53,1433.4,-9.7,-32660.0,2
HINDPETRO.NS,2019-05-27,2019-06-17,161.33,140.25,-13.1,-47162.0,3
PIDILITIND.NS,2019-05-27,2019-06-17,622.86,588.92,-5.4,-37.0,3
ATUL.NS,2019-05-27,2019-07-08,3948.99,3643.36,-7.7,-28565.0,6
HONAUT.NS,2019-05-27,2019-07-08,25266.92,22952.95,-9.2,-31649.0,6
SYNGENE.NS,2019-05-27,2019-07-08,336.05,311.88,-7.2,-26746.0,6
GILLETTE.NS,2019-05-27,2019-07-15,6635.39,6220.52,-6.3,-23245.0,7
APOLLOHOSP.NS,2019-06-03,2019-07-01,1370.07,1268.39,-7.4,-27069.0,4
PFC.NS,2019-06-03,2019-07-08,66.92,61.72,-7.8,-28287.0,5
TCS.NS,2019-06-10,2019-07-08,1859.54,1755.65,-5.6,-20553.0,4
ABBOTINDIA.NS,2019-06-10,2020-01-27,7688.63,11045.3,43.7,145633.0,33
LALPATHLAB.NS,2019-06-17,2019-07-15,549.32,503.64,-8.3,-29564.0,4
TATACONSUM.NS,2019-06-17,2019-07-15,247.19,235.82,-4.6,-17111.0,4
GODREJPROP.NS,2019-06-17,2019-08-05,955.08,899.35,-5.8,-21249.0,7
OBEROIRLTY.NS,2019-06-24,2019-07-08,595.21,544.46,-8.5,-30655.0,2
RECLTD.NS,2019-06-24,2019-07-08,72.73,66.25,-8.9,-13995.0,2
SOLARINDS.NS,2019-06-24,2019-07-08,1240.38,1166.68,-5.9,-21843.0,2
CONCOR.NS,2019-06-24,2019-07-15,519.08,488.63,-5.9,-21630.0,3
DCMSHRIRAM.NS,2019-06-24,2019-07-15,516.9,457.78,-11.4,-40566.0,3
SUNDARMFIN.NS,2019-06-24,2019-07-15,1585.34,1464.29,-7.6,-27534.0,3
NAUKRI.NS,2019-06-24,2019-08-19,438.17,382.43,-12.7,-44900.0,8
TORNTPOWER.NS,2019-06-24,2019-08-19,238.21,240.65,1.0,1778.0,8
POWERGRID.NS,2019-06-24,2019-09-16,80.33,77.27,-3.8,-14643.0,12
ADANIPOWER.NS,2019-07-01,2019-09-30,12.5,11.92,-4.6,-17299.0,13
INFY.NS,2019-07-15,2019-09-23,652.82,652.11,-0.1,-1964.0,10
CANFINHOME.NS,2019-07-15,2020-01-06,363.86,363.38,-0.1,-2033.0,25
ASIANPAINT.NS,2019-07-22,2019-09-02,1435.12,1440.44,0.4,-419.0,6
TRENT.NS,2019-07-29,2019-11-11,434.22,496.93,14.4,44564.0,15
PIDILITIND.NS,2019-08-05,2019-09-30,652.21,660.05,1.2,2239.0,8
NESTLEIND.NS,2019-08-05,2019-11-18,555.57,660.03,18.8,58516.0,15
BERGEPAINT.NS,2019-08-05,2020-03-02,288.61,433.54,50.2,159017.0,30
APOLLOHOSP.NS,2019-08-12,2019-09-23,1439.16,1379.91,-4.1,-14719.0,6
LALPATHLAB.NS,2019-08-12,2019-10-28,556.82,692.11,24.3,75999.0,11
TATACONSUM.NS,2019-08-26,2019-09-09,263.76,242.93,-7.9,-26965.0,2
COFORGE.NS,2019-08-26,2019-09-16,274.11,257.94,-5.9,-20540.0,3
ZYDUSWELL.NS,2019-08-26,2019-09-30,323.11,314.06,-2.8,-10598.0,5
PETRONET.NS,2019-08-26,2019-11-18,197.25,199.16,1.0,1508.0,12
ICICIPRULI.NS,2019-08-26,2019-12-23,419.18,484.5,15.6,48431.0,17
MCX.NS,2019-08-26,2020-01-27,178.72,224.74,25.7,81053.0,22
PHOENIXLTD.NS,2019-08-26,2020-03-09,343.11,339.22,-1.1,-5249.0,28
WHIRLPOOL.NS,2019-09-02,2019-11-25,1611.88,2105.85,30.6,95965.0,12
CESC.NS,2019-09-09,2019-09-23,58.8,54.58,-7.2,-24650.0,2
HONAUT.NS,2019-09-09,2019-12-02,26658.28,25964.89,-2.6,-9899.0,12
PIIND.NS,2019-09-09,2020-03-09,1256.01,1273.53,1.4,2865.0,26
COLPAL.NS,2019-09-16,2019-09-30,1207.95,1228.69,1.7,3910.0,2
SJVN.NS,2019-09-16,2019-09-30,19.16,17.41,-9.1,-30934.0,2
ASTRAL.NS,2019-09-16,2019-10-21,680.48,624.49,-8.2,-28146.0,5
DIXON.NS,2019-09-16,2019-11-04,538.16,548.12,1.9,4350.0,7
HINDUNILVR.NS,2019-09-16,2019-11-11,1765.58,1842.56,4.4,12437.0,8
ASIANPAINT.NS,2019-09-16,2019-11-18,1597.89,1587.79,-0.6,-3650.0,9
DMART.NS,2019-09-16,2019-11-18,1784.75,1840.0,3.1,8360.0,9
CROMPTON.NS,2019-09-16,2019-12-09,241.77,229.63,-5.0,-17801.0,12
VOLTAS.NS,2019-09-16,2019-12-16,657.71,628.83,-4.4,-15758.0,13
REDINGTON.NS,2019-09-16,2020-02-24,45.59,44.18,-3.1,-11522.0,23
CHOLAFIN.NS,2019-09-23,2019-10-07,305.99,278.62,-8.9,-30851.0,2
CONCOR.NS,2019-09-23,2019-10-07,549.73,526.72,-4.2,-15296.0,2
ELGIEQUIP.NS,2019-09-23,2019-10-07,145.27,135.59,-6.7,-23412.0,2
JSWDULUX.NS,2019-09-23,2019-10-07,1606.42,1503.23,-6.4,-22527.0,2
UNITDSPR.NS,2019-09-23,2019-10-07,645.79,595.75,-7.7,-26945.0,2
CGCL.NS,2019-09-23,2019-10-21,209.67,191.0,-8.9,-30722.0,4
SUPREMEIND.NS,2019-09-23,2019-10-28,1128.54,1071.21,-5.1,-18220.0,5
ATUL.NS,2019-09-23,2019-11-11,3939.4,3947.29,0.2,-982.0,7
KEI.NS,2019-09-23,2019-11-11,542.92,525.31,-3.2,-12228.0,7
THERMAX.NS,2019-09-23,2019-11-11,1116.24,1019.78,-8.6,-29830.0,7
BATAINDIA.NS,2019-09-23,2019-11-18,1582.55,1473.29,-6.9,-24082.0,8
SIEMENS.NS,2019-09-23,2019-11-18,851.83,843.33,-1.0,-4890.0,8
BPCL.NS,2019-09-23,2020-01-06,151.59,151.03,-0.4,-2846.0,15
BAJFINANCE.NS,2019-09-23,2020-02-24,394.94,447.85,13.4,42113.0,22
KOTAKBANK.NS,2019-09-23,2020-02-24,325.1,324.28,-0.3,-2456.0,22
TIMKEN.NS,2019-09-23,2020-02-24,728.57,898.26,23.3,74362.0,22
HINDPETRO.NS,2019-09-30,2019-11-04,153.06,142.02,-7.2,-24596.0,5
IGL.NS,2019-10-07,2020-02-17,168.11,205.1,22.0,68975.0,19
BHARTIARTL.NS,2019-10-07,2020-03-02,362.93,481.46,32.7,103142.0,21
BEL.NS,2019-10-14,2019-11-04,34.53,32.34,-6.3,-22438.0,3
GILLETTE.NS,2019-10-14,2019-11-04,6948.59,6497.99,-6.5,-22758.0,3
NAM-INDIA.NS,2019-10-14,2019-11-04,237.98,264.7,11.2,35111.0,3
JSWDULUX.NS,2019-10-14,2019-11-11,1631.74,1552.8,-4.8,-17467.0,4
ZYDUSWELL.NS,2019-10-14,2019-11-11,339.88,280.56,-17.5,-58804.0,4
CONCOR.NS,2019-10-14,2019-11-18,564.12,513.85,-8.9,-30830.0,5
MANAPPURAM.NS,2019-10-14,2019-11-25,136.62,137.13,0.4,-429.0,6
BAJAJ-AUTO.NS,2019-10-14,2019-12-30,2547.69,2533.62,-0.6,-3427.0,11
GMRAIRPORT.NS,2019-10-14,2020-01-27,17.21,19.1,11.0,34375.0,15
SBILIFE.NS,2019-10-14,2020-01-27,914.79,884.22,-3.3,-12557.0,15
ADANIENT.NS,2019-10-14,2020-02-24,173.37,220.79,27.4,87959.0,19
DABUR.NS,2019-10-14,2020-03-09,432.59,408.66,-5.5,-16714.0,21
PFIZER.NS,2019-10-21,2020-01-06,3004.43,3461.01,15.2,37876.0,11
SCI.NS,2019-10-21,2020-02-17,49.19,50.75,3.2,28.0,17
NAVINFLUOR.NS,2019-10-21,2020-03-16,826.02,957.46,15.9,51174.0,21
COCHINSHIP.NS,2019-10-28,2019-11-11,169.71,167.42,-1.3,-6259.0,2
NAUKRI.NS,2019-10-28,2020-02-24,510.26,517.29,1.4,2960.0,17
TATACONSUM.NS,2019-10-28,2020-02-24,288.96,332.48,15.1,3945.0,17
JSWENERGY.NS,2019-11-04,2019-11-18,72.51,65.99,-9.0,-31559.0,2
PFOCUS.NS,2019-11-04,2019-11-18,84.8,45.75,-46.0,-154670.0,2
MFSL.NS,2019-11-04,2020-01-06,484.7,513.45,5.9,18037.0,9
DLF.NS,2019-11-04,2020-01-27,188.74,217.05,15.0,38051.0,12
VBL.NS,2019-11-04,2020-01-27,65.06,66.28,1.9,4570.0,12
CHOLAFIN.NS,2019-11-11,2019-12-02,324.72,295.98,-8.9,-30781.0,3
GODFRYPHLP.NS,2019-11-11,2020-01-27,354.85,329.37,-7.2,-25254.0,11
GRANULES.NS,2019-11-11,2020-01-27,120.09,135.15,12.5,39618.0,11
ICICIGI.NS,2019-11-11,2020-01-27,1324.49,1232.41,-7.0,-24517.0,11
RELIANCE.NS,2019-11-11,2020-01-27,655.76,610.01,-7.0,-24606.0,11
DIXON.NS,2019-11-11,2020-02-24,661.7,780.33,17.9,57279.0,15
AUBANK.NS,2019-11-11,2020-03-09,399.11,466.71,16.9,54046.0,17
ABCAPITAL.NS,2019-11-25,2019-12-09,109.8,100.5,-8.5,-29330.0,2
TATACOMM.NS,2019-11-25,2019-12-09,408.37,357.87,-12.4,-42037.0,2
DRREDDY.NS,2019-11-25,2020-02-24,558.38,566.61,1.5,3179.0,13
MGL.NS,2019-11-25,2020-02-24,870.84,857.97,-1.5,-6466.0,13
PERSISTENT.NS,2019-11-25,2020-03-09,320.73,302.78,-5.6,-19937.0,15
WHIRLPOOL.NS,2019-12-02,2019-12-16,2304.74,2133.54,-7.4,-25522.0,2
CUB.NS,2019-12-02,2020-02-10,166.41,157.55,-5.3,-18827.0,10
ALKEM.NS,2019-12-02,2020-03-09,1954.78,2282.08,16.7,52256.0,14
TRIDENT.NS,2019-12-09,2019-12-23,6.74,5.85,-13.1,-44146.0,2
CRISIL.NS,2019-12-09,2020-01-27,1550.06,1536.21,-0.9,-4530.0,7
MANAPPURAM.NS,2019-12-09,2020-02-03,152.65,147.28,-3.5,-13075.0,8
JUBLFOOD.NS,2019-12-09,2020-02-24,320.69,351.58,9.6,29675.0,11
DIVISLAB.NS,2019-12-09,2020-03-09,1763.42,1883.8,6.8,20474.0,13
IPCALAB.NS,2019-12-09,2020-03-09,553.19,644.75,16.6,52167.0,13
COROMANDEL.NS,2019-12-09,2020-03-16,480.55,455.54,-5.2,-18542.0,14
NMDC.NS,2019-12-16,2020-01-27,20.36,17.35,-14.8,-50055.0,6
COFORGE.NS,2019-12-16,2020-02-24,291.46,314.69,8.0,22549.0,10
PRESTIGE.NS,2019-12-16,2020-02-24,340.95,290.25,-14.9,-50240.0,10
BALRAMCHIN.NS,2019-12-23,2020-01-27,176.2,152.43,-13.5,-45886.0,5
APLAPOLLO.NS,2019-12-23,2020-03-02,175.1,179.42,2.5,6352.0,10
SWANCORP.NS,2019-12-30,2020-01-27,122.5,112.43,-8.2,-28064.0,4
SJVN.NS,2019-12-30,2020-02-10,18.72,18.28,-2.3,-1.0,6
ANANTRAJ.NS,2020-01-06,2020-01-27,16.38,13.39,-18.2,-62340.0,3
FACT.NS,2020-01-06,2020-01-27,47.69,40.42,-15.3,-45945.0,3
LINDEINDIA.NS,2020-01-06,2020-02-24,673.16,646.24,-4.0,-14958.0,7
WELCORP.NS,2020-01-06,2020-02-24,145.36,171.93,18.3,59155.0,7
SOLARINDS.NS,2020-01-27,2020-02-10,1249.84,1152.41,-7.8,-27927.0,2
AARTIIND.NS,2020-01-27,2020-03-09,469.4,421.96,-10.1,-35714.0,6
CROMPTON.NS,2020-01-27,2020-03-09,261.52,221.54,-15.3,-53174.0,6
NATCOPHARM.NS,2020-02-03,2020-02-17,676.15,621.48,-8.1,-29829.0,2
SWANCORP.NS,2020-02-03,2020-02-17,139.55,125.59,-10.0,-36471.0,2
ABFRL.NS,2020-02-03,2020-02-24,258.55,248.5,-3.9,-15239.0,3
CDSL.NS,2020-02-03,2020-02-24,135.29,125.58,-7.2,-26672.0,3
ESCORTS.NS,2020-02-03,2020-02-24,827.15,783.21,-5.3,-1343.0,3
GODREJPROP.NS,2020-02-03,2020-02-24,1163.18,1024.55,-11.9,-43086.0,3
GRANULES.NS,2020-02-03,2020-02-24,158.42,157.44,-0.6,-3885.0,3
HONAUT.NS,2020-02-03,2020-02-24,33844.35,32661.1,-3.5,-13495.0,3
JMFINANCIL.NS,2020-02-03,2020-02-24,102.12,97.73,-4.3,-16662.0,3
SHREECEM.NS,2020-02-03,2020-02-24,24319.47,22289.54,-8.3,-25757.0,3
DMART.NS,2020-02-03,2020-03-02,2287.2,2185.0,-4.5,-17234.0,4
TATAINVEST.NS,2020-02-03,2020-03-02,85.58,74.04,-13.5,-48601.0,4
TRENT.NS,2020-02-03,2020-03-02,660.92,670.86,1.5,3476.0,4
VBL.NS,2020-02-03,2020-03-09,73.54,64.97,-11.7,-42211.0,5
SHRIRAMFIN.NS,2020-02-10,2020-02-24,226.42,215.18,-5.0,-86.0,2
HINDUNILVR.NS,2020-02-10,2020-03-09,2010.91,1789.07,-11.0,-30537.0,4
JSWDULUX.NS,2020-02-10,2020-03-16,1931.45,1499.17,-22.4,-79354.0,5
NAM-INDIA.NS,2020-02-17,2020-03-02,361.24,263.58,-27.0,-96540.0,2
MFSL.NS,2020-02-17,2020-03-09,554.9,401.0,-27.7,-89867.0,3
MUTHOOTFIN.NS,2020-02-17,2020-03-09,805.07,691.61,-14.1,-51097.0,3
AMBER.NS,2020-03-02,2020-03-16,1437.98,1010.05,-29.8,-99398.0,2
DRREDDY.NS,2020-03-02,2020-03-16,604.45,512.89,-15.1,-51425.0,2
GRANULES.NS,2020-03-02,2020-03-16,161.74,112.46,-30.5,-101892.0,2
PIDILITIND.NS,2020-03-02,2020-03-16,808.84,657.15,-18.8,-63228.0,2
IPCALAB.NS,2020-03-16,2020-03-30,793.46,677.8,-14.6,-46068.0,2
ABBOTINDIA.NS,2020-04-06,2020-04-20,16352.78,14881.56,-9.0,-27887.0,2
ZYDUSLIFE.NS,2020-04-06,2020-04-27,351.62,312.16,-11.2,-34993.0,3
HINDUNILVR.NS,2020-04-06,2020-05-04,2129.89,1863.32,-12.5,-38718.0,4
ALKEM.NS,2020-04-06,2020-05-11,2600.68,2335.73,-10.2,-31889.0,5
BIOCON.NS,2020-04-06,2020-05-11,332.17,325.29,-2.1,-7672.0,5
DIVISLAB.NS,2020-04-06,2020-06-29,2304.04,2144.54,-6.9,-22180.0,12
TORNTPHARM.NS,2020-04-06,2020-07-06,1185.9,1101.76,-7.1,-22645.0,13
AJANTPHARM.NS,2020-04-06,2020-08-31,898.45,931.87,3.7,9605.0,21
DEEPAKNTR.NS,2020-04-06,2020-10-12,464.37,707.3,52.3,154798.0,27
DRREDDY.NS,2020-04-06,2020-10-26,706.87,942.92,33.4,98103.0,29
CIPLA.NS,2020-04-06,2020-11-09,577.32,710.58,23.1,67361.0,31
IPCALAB.NS,2020-04-06,2020-11-09,794.0,1021.2,28.6,83942.0,31
NAVINFLUOR.NS,2020-04-06,2021-01-25,1470.0,2262.25,53.9,158933.0,42
LAURUSLABS.NS,2020-04-20,2020-05-04,99.65,86.59,-13.1,-40501.0,2
SUNPHARMA.NS,2020-04-20,2020-05-11,461.19,419.87,-9.0,-28165.0,3
LUPIN.NS,2020-04-20,2020-09-21,864.34,975.01,12.8,36593.0,22
PFIZER.NS,2020-04-27,2020-05-11,4503.66,4000.94,-11.2,-34583.0,2
NESTLEIND.NS,2020-04-27,2020-05-18,810.11,754.06,-6.9,-22007.0,3
AARTIIND.NS,2020-04-27,2020-06-01,533.33,452.38,-15.2,-46465.0,5
ABBOTINDIA.NS,2020-04-27,2020-06-15,15689.34,14038.33,-10.5,-31056.0,7
MUTHOOTFIN.NS,2020-04-27,2020-08-31,751.81,1024.37,36.3,105905.0,18
TORNTPOWER.NS,2020-04-27,2020-09-07,280.84,283.76,1.0,1598.0,19
BAYERCROP.NS,2020-05-04,2020-10-05,3883.44,4953.89,27.6,79675.0,22
INDIACEM.NS,2020-05-11,2020-07-27,114.15,109.82,-3.8,-12572.0,11
BHARTIARTL.NS,2020-05-18,2020-08-10,560.0,502.66,-10.2,-31501.0,12
AUROPHARMA.NS,2020-05-18,2020-08-31,706.32,785.84,11.3,31528.0,15
ZFCVINDIA.NS,2020-05-18,2020-09-14,1139.13,993.88,-12.8,-38850.0,17
ESCORTS.NS,2020-05-18,2020-12-21,868.84,1215.56,39.9,115427.0,31
SYNGENE.NS,2020-05-18,2021-01-18,353.62,583.57,65.0,189370.0,35
TATACOMM.NS,2020-05-18,2021-03-22,458.41,1032.83,125.3,366383.0,44
BRITANNIA.NS,2020-05-25,2020-10-19,3035.12,3161.09,4.2,10717.0,21
ADANIGREEN.NS,2020-06-01,2020-06-29,288.35,394.55,36.8,107523.0,4
PATANJALI.NS,2020-06-01,2020-06-29,248.02,360.94,45.5,133336.0,4
TRIDENT.NS,2020-06-01,2020-07-13,6.67,5.72,-14.3,-43808.0,6
BIOCON.NS,2020-06-01,2020-08-10,388.57,394.31,1.5,2886.0,10
SUNPHARMA.NS,2020-06-01,2020-08-31,468.47,485.6,3.7,9331.0,13
LTFOODS.NS,2020-06-01,2020-09-07,28.77,48.7,69.3,203749.0,14
LAURUSLABS.NS,2020-06-08,2020-09-21,96.72,265.37,174.4,519341.0,15
GRANULES.NS,2020-06-08,2020-12-14,211.96,362.57,71.1,210779.0,27
DEEPAKFERT.NS,2020-06-15,2020-06-29,104.06,102.5,-1.5,-6160.0,2
TTML.NS,2020-06-15,2020-07-13,4.05,3.55,-12.3,-39566.0,4
COROMANDEL.NS,2020-06-15,2020-08-31,678.66,708.44,4.4,11947.0,11
JUBLPHARMA.NS,2020-06-15,2020-09-07,471.32,530.59,12.6,37182.0,12
SWANCORP.NS,2020-06-15,2020-09-07,135.81,118.27,-12.9,-41315.0,12
ITI.NS,2020-06-15,2020-09-21,106.9,122.25,14.4,42676.0,14
EIDPARRY.NS,2020-06-15,2020-10-12,254.51,251.7,-1.1,-4940.0,17
RELIANCE.NS,2020-06-15,2020-10-19,797.17,948.7,19.0,56954.0,18
BALKRISIND.NS,2020-06-15,2021-01-25,1196.75,1521.02,27.1,81591.0,32
DIXON.NS,2020-06-15,2021-03-22,1147.3,3616.72,215.2,661070.0,40
IEX.NS,2020-06-15,2021-08-16,59.52,125.08,110.1,337679.0,61
GLENMARK.NS,2020-06-22,2020-07-06,463.64,418.74,-9.7,-31520.0,2
IOB.NS,2020-06-22,2020-07-06,13.75,10.8,-21.5,-67946.0,2
TARIL.NS,2020-06-22,2020-07-06,7.27,5.81,-20.1,-63656.0,2
