symbol,entry_date,exit_date,entry,exit,return_pct,pnl,weeks_held
HSCL.NS,2014-02-03,2014-02-17,19.57,16.54,-15.5,-14239.0,2
USHAMART.NS,2014-02-03,2014-03-10,30.68,28.2,-8.1,-7642.0,5
NAUKRI.NS,2014-02-03,2014-04-07,98.0,105.12,7.3,6018.0,9
HEG.NS,2014-02-03,2014-05-05,33.9,35.41,4.5,3542.0,13
DEEPAKNTR.NS,2014-02-03,2014-06-23,30.14,76.81,154.8,137357.0,20
VOLTAS.NS,2014-02-03,2014-07-07,110.02,169.79,54.3,47847.0,22
BALKRISIND.NS,2014-02-03,2014-08-04,159.78,323.64,102.5,90756.0,26
CCL.NS,2014-02-03,2015-02-02,37.4,147.01,293.0,260303.0,52
ABBOTINDIA.NS,2014-02-03,2015-02-23,1437.44,3277.33,128.0,113342.0,55
GLAXO.NS,2014-02-10,2014-03-03,1140.84,998.24,-12.5,-11540.0,3
GAIL.NS,2014-02-10,2014-03-17,44.62,43.83,-1.8,-2037.0,5
ZENSARTECH.NS,2014-02-10,2014-04-07,63.48,59.23,-6.7,-6446.0,8
IIFL.NS,2014-02-10,2014-07-07,29.49,50.66,71.8,63856.0,21
CHOLAHLDNG.NS,2014-02-10,2014-08-04,110.98,169.93,53.1,47129.0,25
ARE%26M.NS,2014-02-10,2014-09-22,339.06,530.8,56.5,50044.0,32
KEI.NS,2014-02-17,2014-03-03,13.67,11.55,-15.5,-2.0,2
GODFRYPHLP.NS,2014-02-17,2014-03-10,195.26,178.07,-8.8,-8539.0,3
JBMA.NS,2014-02-17,2014-05-05,3.86,7.01,81.4,74331.0,11
DCMSHRIRAM.NS,2014-02-17,2014-07-07,59.35,117.0,97.1,88724.0,20
INDHOTEL.NS,2014-02-17,2014-07-14,60.15,81.52,35.5,6807.0,21
CGPOWER.NS,2014-03-03,2014-04-28,48.67,55.43,13.9,12441.0,8
ADANIENT.NS,2014-03-03,2014-06-09,42.98,66.05,53.7,23.0,14
ABB.NS,2014-03-03,2014-08-04,677.68,868.5,28.2,12152.0,22
SRF.NS,2014-03-03,2014-10-13,51.18,124.93,144.1,133431.0,32
CONCOR.NS,2014-03-03,2014-12-08,233.1,361.98,55.3,50830.0,40
M%26M.NS,2014-03-10,2014-03-24,454.35,430.15,-5.3,-5361.0,2
WELCORP.NS,2014-03-10,2014-03-24,59.96,56.11,-6.4,-6375.0,2
CEATLTD.NS,2014-03-10,2014-04-07,340.13,336.41,-1.1,-1467.0,4
J%26KBANK.NS,2014-03-10,2014-05-26,133.47,138.77,4.0,3196.0,11
BALRAMCHIN.NS,2014-03-10,2014-07-28,46.2,65.17,41.1,37343.0,20
APLAPOLLO.NS,2014-03-10,2014-09-22,16.53,27.06,63.7,58235.0,28
ELGIEQUIP.NS,2014-03-10,2014-09-22,43.57,57.56,32.1,29117.0,28
BLUESTARCO.NS,2014-03-17,2014-12-08,80.51,141.15,75.3,70785.0,38
EIHOTEL.NS,2014-03-24,2014-07-07,67.94,77.4,13.9,13131.0,15
NAVINFLUOR.NS,2014-03-24,2014-07-07,61.66,98.83,60.3,58505.0,15
KIRLOSENG.NS,2014-03-24,2014-08-11,163.97,190.68,16.3,15442.0,20
MOTILALOFS.NS,2014-03-31,2014-08-04,98.4,200.19,103.4,67902.0,18
NBCC.NS,2014-03-31,2014-12-22,6.95,31.06,346.7,348174.0,38
MRPL.NS,2014-04-07,2014-06-09,43.5,54.04,24.2,18879.0,9
NCC.NS,2014-04-07,2014-06-09,27.23,36.67,34.7,35131.0,9
SARDAEN.NS,2014-04-07,2014-06-16,10.87,20.41,87.7,89658.0,10
KEI.NS,2014-04-07,2014-10-13,17.38,30.45,75.2,76867.0,27
TITAGARH.NS,2014-04-21,2014-05-05,41.08,34.31,-16.5,-17586.0,2
GLENMARK.NS,2014-04-28,2014-05-12,605.99,521.74,-13.9,-15149.0,2
TATAINVEST.NS,2014-04-28,2015-03-16,36.52,43.71,19.7,20068.0,46
TVSMOTOR.NS,2014-05-05,2014-07-07,105.07,137.37,30.7,32933.0,9
CUB.NS,2014-05-05,2014-07-28,36.24,41.39,14.2,14906.0,12
IRB.NS,2014-05-05,2014-09-22,5.65,9.96,76.2,82436.0,20
UCOBANK.NS,2014-05-12,2014-06-09,92.43,91.04,-1.5,-1792.0,4
ELECON.NS,2014-05-12,2014-07-07,22.38,26.02,16.2,17718.0,8
SONATSOFTW.NS,2014-05-26,2014-10-13,14.88,29.6,98.9,93777.0,20
COLPAL.NS,2014-06-09,2014-07-07,605.3,614.79,1.6,567.0,4
GODREJIND.NS,2014-06-09,2014-07-07,331.06,320.95,-3.1,-12.0,4
TRENT.NS,2014-06-09,2014-08-04,118.33,113.8,-3.8,-5856.0,8
CGCL.NS,2014-06-09,2014-12-22,32.66,34.23,4.8,5821.0,28
NATCOPHARM.NS,2014-06-16,2014-06-30,208.57,178.08,-14.6,-20726.0,2
CEATLTD.NS,2014-06-16,2014-07-21,520.05,481.0,-7.5,-10969.0,5
CIEINDIA.NS,2014-06-23,2014-07-07,142.5,145.28,2.0,2063.0,2
ADANIPORTS.NS,2014-06-30,2014-10-06,260.3,241.68,-7.2,-11366.0,14
ZYDUSWELL.NS,2014-07-07,2014-07-28,122.41,112.38,-8.2,-12124.0,3
COLPAL.NS,2014-07-14,2014-07-28,658.71,612.46,-7.0,-10923.0,2
TVSMOTOR.NS,2014-07-14,2014-07-28,160.54,147.3,-8.2,-12733.0,2
AXISBANK.NS,2014-07-14,2014-08-04,389.62,361.76,-7.1,-4906.0,3
MINDACORP.NS,2014-07-14,2014-08-04,32.55,30.76,-5.5,-8737.0,3
JKTYRE.NS,2014-07-14,2014-08-11,52.3,44.28,-15.3,-23054.0,4
TATASTEEL.NS,2014-07-14,2014-08-25,39.48,36.18,-8.4,-12909.0,6
MCX.NS,2014-07-14,2014-10-06,129.77,132.68,2.2,2536.0,12
MPHASIS.NS,2014-07-14,2014-10-06,331.05,302.13,-8.7,-13454.0,12
VTL.NS,2014-07-14,2014-10-06,80.02,71.1,-11.2,-9.0,12
BBTC.NS,2014-07-14,2014-10-13,143.27,220.29,53.8,77555.0,13
SPLPETRO.NS,2014-07-14,2014-10-13,31.71,32.47,2.4,2750.0,13
EXIDEIND.NS,2014-07-14,2014-10-20,142.26,144.21,1.4,1263.0,14
DCMSHRIRAM.NS,2014-07-14,2014-11-17,133.54,145.25,8.8,12037.0,18
JSWDULUX.NS,2014-07-14,2015-03-23,760.45,1006.27,32.3,46351.0,36
PIIND.NS,2014-07-21,2014-10-06,375.07,401.67,7.1,8283.0,11
BHARTIARTL.NS,2014-07-28,2014-11-10,317.78,325.12,2.3,2619.0,15
CRISIL.NS,2014-08-04,2014-10-06,1620.51,1524.23,-5.9,-9269.0,9
OFSS.NS,2014-08-04,2014-10-13,1830.81,1930.06,5.4,7008.0,10
TVSMOTOR.NS,2014-08-04,2014-11-17,159.79,217.59,36.2,51285.0,15
WHIRLPOOL.NS,2014-08-04,2015-04-20,363.36,692.81,90.7,129742.0,37
SARDAEN.NS,2014-08-11,2014-08-25,30.76,25.59,-16.8,-25113.0,2
GPIL.NS,2014-08-11,2014-09-22,41.21,37.87,-8.1,-9481.0,6
APOLLOHOSP.NS,2014-08-11,2014-10-06,1088.73,1017.22,-6.6,-10211.0,8
M%26M.NS,2014-08-11,2014-10-06,589.85,589.58,-0.0,-791.0,8
GRAVITA.NS,2014-08-11,2014-11-17,73.73,66.48,-9.8,-14992.0,14
UNOMINDA.NS,2014-08-11,2014-12-15,11.82,17.37,46.9,67406.0,18
MINDACORP.NS,2014-08-11,2015-01-19,35.71,73.2,105.0,151678.0,23
EICHERMOT.NS,2014-08-11,2015-04-20,916.77,1335.23,45.6,65227.0,36
MANAPPURAM.NS,2014-08-18,2014-10-13,21.54,19.76,-8.3,-2.0,8
HAVELLS.NS,2014-08-25,2014-09-22,259.35,239.07,-7.8,-12719.0,4
JMFINANCIL.NS,2014-08-25,2014-09-22,34.83,28.22,-19.0,-14.0,4
BAJAJFINSV.NS,2014-08-25,2014-10-13,104.3,101.21,-3.0,-3461.0,7
BEL.NS,2014-08-25,2015-03-09,17.09,27.8,62.7,11.0,28
ITC.NS,2014-09-22,2014-10-06,158.47,150.86,-4.8,-8818.0,2
BAJFINANCE.NS,2014-09-29,2014-10-13,26.56,24.96,-6.0,-10972.0,2
GESHIP.NS,2014-09-29,2014-10-13,300.89,272.3,-9.5,-16869.0,2
PERSISTENT.NS,2014-09-29,2014-10-13,323.85,293.13,-9.5,-16841.0,2
SUNPHARMA.NS,2014-09-29,2014-10-13,786.23,732.52,-6.8,-9085.0,2
COLPAL.NS,2014-09-29,2014-12-08,689.89,713.69,3.4,4971.0,10
PFIZER.NS,2014-09-29,2015-01-26,1374.48,1680.02,22.2,36643.0,17
CYIENT.NS,2014-09-29,2015-03-23,362.47,380.45,5.0,7530.0,25
JKCEMENT.NS,2014-09-29,2015-03-23,508.42,598.03,17.6,28920.0,25
KPRMILL.NS,2014-09-29,2015-03-23,29.38,45.03,53.3,89119.0,25
ASHOKLEY.NS,2014-10-06,2014-12-08,17.84,19.88,11.4,17963.0,9
ASIANPAINT.NS,2014-10-06,2014-12-15,599.96,662.77,10.5,16406.0,10
PAGEIND.NS,2014-10-06,2015-01-05,7883.79,9887.25,25.4,39181.0,13
CEATLTD.NS,2014-10-13,2014-12-08,755.08,730.94,-3.2,-5960.0,8
INDUSINDBK.NS,2014-10-13,2015-04-13,629.94,822.34,30.5,48325.0,26
ASAHIINDIA.NS,2014-10-13,2015-04-20,110.69,119.3,7.8,11741.0,27
DIVISLAB.NS,2014-10-20,2014-11-03,834.32,798.87,-4.2,-7788.0,2
HEROMOTOCO.NS,2014-10-20,2014-11-03,2175.56,2028.43,-6.8,-11823.0,2
BLUEDART.NS,2014-10-20,2014-11-17,5167.34,5574.5,7.9,11789.0,4
SAREGAMA.NS,2014-10-20,2014-11-24,14.42,12.87,-10.7,-18461.0,5
BAJAJ-AUTO.NS,2014-10-20,2014-12-08,1881.68,1855.26,-1.4,-3111.0,7
BBTC.NS,2014-10-20,2014-12-08,240.41,397.16,65.2,106436.0,7
TATACHEM.NS,2014-10-20,2014-12-08,123.16,122.77,-0.3,-1345.0,7
LUPIN.NS,2014-10-20,2014-12-22,1303.36,1331.29,2.1,2690.0,9
PIDILITIND.NS,2014-10-20,2015-01-05,196.86,245.27,24.6,39638.0,11
NATCOPHARM.NS,2014-10-20,2015-01-19,259.73,248.81,-4.2,-7737.0,13
NEULANDLAB.NS,2014-10-20,2015-02-02,447.76,338.25,-24.5,-41022.0,15
ZYDUSLIFE.NS,2014-10-20,2015-02-02,250.49,267.17,6.7,10125.0,15
GAIL.NS,2014-10-27,2014-11-10,66.81,60.79,-9.0,-16127.0,2
SONATSOFTW.NS,2014-10-27,2014-12-15,34.83,33.04,-5.1,-7042.0,7
MFSL.NS,2014-11-03,2014-11-24,399.5,359.08,-10.1,-14305.0,3
HINDPETRO.NS,2014-11-03,2014-12-22,49.07,46.43,-5.4,-6.0,7
GABRIEL.NS,2014-11-03,2015-02-02,84.94,80.46,-5.3,-9951.0,13
AJANTPHARM.NS,2014-11-10,2014-12-15,511.82,563.54,10.1,17014.0,5
NCC.NS,2014-11-10,2015-01-19,53.51,62.59,17.0,9.0,10
AUROPHARMA.NS,2014-11-10,2015-02-02,526.03,517.87,-1.6,-2533.0,12
MARICO.NS,2014-11-10,2015-03-09,140.55,157.19,11.8,32.0,17
GALLANTT.NS,2014-11-17,2014-12-01,28.52,24.59,-13.8,-25566.0,2
ELGIEQUIP.NS,2014-11-17,2014-12-15,72.16,68.58,-5.0,-6188.0,4
AEGISLOG.NS,2014-11-17,2015-01-26,41.95,37.83,-9.8,-18482.0,10
PCBL.NS,2014-11-17,2015-02-02,10.47,9.58,-8.6,-16210.0,11
HONAUT.NS,2014-11-17,2015-03-23,6842.72,8177.77,19.5,33735.0,18
JKTYRE.NS,2014-11-24,2014-12-22,114.43,117.94,3.1,4586.0,4
HBLENGINE.NS,2014-11-24,2015-03-23,24.39,43.6,78.7,68952.0,17
WOCKPHARMA.NS,2014-12-01,2014-12-15,924.22,835.73,-9.6,-15419.0,2
INDUSTOWER.NS,2014-12-08,2015-06-22,225.52,289.15,28.2,49501.0,28
JSWENERGY.NS,2014-12-15,2015-02-02,91.13,89.19,-2.1,-4666.0,7
PERSISTENT.NS,2014-12-15,2015-02-02,350.93,365.3,4.1,6352.0,7
ZEEL.NS,2014-12-15,2015-02-02,338.81,322.25,-4.9,-9543.0,7
GLAXO.NS,2014-12-22,2015-02-23,1205.74,1210.85,0.4,-138.0,9
BAYERCROP.NS,2014-12-22,2015-03-23,2607.97,2742.13,5.1,8213.0,13
TECHNOE.NS,2014-12-22,2015-03-23,183.68,178.09,-3.0,-6295.0,13
CENTRALBK.NS,2014-12-22,2015-06-01,85.79,95.43,11.2,19079.0,23
M%26MFIN.NS,2014-12-29,2015-01-12,172.48,150.05,-13.0,-25003.0,2
BERGEPAINT.NS,2014-12-29,2015-02-02,126.49,117.09,-7.4,-14686.0,5
BLUEDART.NS,2014-12-29,2015-02-02,6279.38,6332.15,0.8,616.0,5
LICHSGFIN.NS,2014-12-29,2015-02-02,385.86,368.41,-4.5,-9302.0,5
OBEROIRLTY.NS,2014-12-29,2015-03-09,274.93,270.71,-1.5,-3774.0,10
CUMMINSIND.NS,2014-12-29,2015-03-23,763.71,698.37,-8.6,-16767.0,12
KEI.NS,2014-12-29,2015-03-23,51.17,56.93,11.3,19930.0,12
KPIL.NS,2014-12-29,2015-03-23,207.61,185.09,-10.8,-21013.0,12
MRF.NS,2014-12-29,2015-03-23,37589.01,37301.6,-0.8,-1899.0,12
WOCKPHARMA.NS,2014-12-29,2015-04-13,937.86,1555.07,65.8,120973.0,15
BRITANNIA.NS,2014-12-29,2015-04-20,807.16,916.55,13.6,24168.0,16
BBTC.NS,2014-12-29,2015-06-08,428.47,455.12,6.2,10586.0,23
UBL.NS,2015-01-05,2015-02-02,867.68,913.85,5.3,8886.0,4
CANFINHOME.NS,2015-01-05,2015-03-23,111.53,101.93,-8.6,-16857.0,11
BAJFINANCE.NS,2015-01-12,2015-03-23,37.79,38.34,1.4,1770.0,10
YESBANK.NS,2015-01-19,2015-02-02,166.74,153.19,-8.1,-16257.0,2
TMPV.NS,2015-01-19,2015-03-16,566.97,528.05,-6.9,-11999.0,8
SHREECEM.NS,2015-01-19,2015-04-13,10536.95,9590.53,-9.0,-16945.0,12
ADANIENT.NS,2015-01-26,2015-03-09,93.97,91.66,-2.5,-5292.0,6
BAJAJFINSV.NS,2015-01-26,2015-03-16,143.33,137.57,-4.0,-8460.0,7
OLECTRA.NS,2015-02-02,2015-03-02,15.63,17.92,14.7,25738.0,4
GODREJCP.NS,2015-02-02,2015-03-16,336.94,339.96,0.9,717.0,6
TITAGARH.NS,2015-02-02,2015-03-16,87.79,110.68,26.1,46343.0,6
ARE%26M.NS,2015-02-02,2015-03-23,790.33,729.51,-7.7,-14863.0,7
SIEMENS.NS,2015-02-02,2015-04-13,568.54,692.1,21.7,38410.0,10
DABUR.NS,2015-02-02,2015-04-27,239.38,223.6,-6.6,-12854.0,12
UPL.NS,2015-02-02,2015-09-07,252.6,305.07,20.8,36722.0,31
AMBUJACEM.NS,2015-02-09,2015-03-09,226.63,220.6,-2.7,-5919.0,4
GODREJPROP.NS,2015-02-09,2015-03-09,291.59,264.47,-9.3,-7213.0,4
JUBLFOOD.NS,2015-02-09,2015-03-23,157.59,146.93,-6.8,-13604.0,6
THERMAX.NS,2015-02-09,2015-03-23,1136.41,1006.38,-11.4,-22339.0,6
BHARATFORG.NS,2015-02-09,2015-04-13,547.23,547.69,0.1,-781.0,9
EMAMILTD.NS,2015-02-09,2015-04-20,430.81,410.96,-4.6,-9551.0,10
FORTIS.NS,2015-02-09,2015-04-20,138.83,154.86,11.5,20682.0,10
GILLETTE.NS,2015-02-09,2015-04-20,3536.1,3646.39,3.1,4894.0,10
MCX.NS,2015-02-23,2015-04-20,207.06,179.05,-13.5,-26746.0,8
SCHNEIDER.NS,2015-02-23,2015-04-20,188.7,192.0,1.7,2344.0,8
GVT%26D.NS,2015-03-02,2015-04-20,576.42,524.28,-9.0,-18611.0,7
TRITURBINE.NS,2015-03-09,2015-04-13,117.18,115.38,-1.5,-688.0,5
NATCOPHARM.NS,2015-03-09,2015-04-20,413.44,360.56,-12.8,-25766.0,6
IDEA.NS,2015-03-09,2015-04-27,108.36,106.07,-2.1,-5077.0,7
CONCOR.NS,2015-03-09,2015-07-20,466.75,464.22,-0.5,-2022.0,19
WIPRO.NS,2015-03-16,2015-04-06,107.4,101.84,-5.2,-6225.0,3
SUPREMEIND.NS,2015-03-16,2015-04-13,638.72,595.9,-6.7,-13587.0,4
BEML.NS,2015-03-16,2015-04-20,409.42,388.21,-5.2,-10697.0,5
PIDILITIND.NS,2015-03-16,2015-04-20,291.51,262.67,-9.9,-19590.0,5
AEGISLOG.NS,2015-03-16,2015-08-31,51.97,70.09,34.9,64813.0,24
ABREL.NS,2015-03-30,2015-04-20,636.75,646.48,1.5,1942.0,3
CEMPRO.NS,2015-03-30,2015-04-20,76.28,66.75,-12.5,-24649.0,3
ELECON.NS,2015-03-30,2015-04-20,35.03,30.13,-14.0,-27517.0,3
HBLENGINE.NS,2015-03-30,2015-04-20,48.5,49.05,1.1,1217.0,3
NCC.NS,2015-03-30,2015-04-20,96.33,81.96,-14.9,-29258.0,3
SCHAEFFLER.NS,2015-03-30,2015-04-20,808.14,769.3,-4.8,-10054.0,3
SUNPHARMA.NS,2015-03-30,2015-04-20,1007.17,869.07,-13.7,-26845.0,3
TITAGARH.NS,2015-03-30,2015-04-20,122.14,100.67,-17.6,-34290.0,3
NAVINFLUOR.NS,2015-03-30,2015-05-04,154.18,148.84,-3.5,-7526.0,5
APLAPOLLO.NS,2015-03-30,2015-06-01,40.15,35.46,-11.7,-23096.0,9
TARIL.NS,2015-03-30,2015-06-15,11.93,12.13,1.7,2353.0,11
VTL.NS,2015-03-30,2015-10-05,95.17,143.76,51.1,95940.0,27
3MINDIA.NS,2015-04-06,2015-04-20,8516.38,7371.76,-13.4,-26056.0,2
ASTRAL.NS,2015-04-06,2015-04-20,229.32,190.85,-16.8,-26440.0,2
UBL.NS,2015-04-06,2015-04-20,1098.54,1022.55,-6.9,-14389.0,2
CANFINHOME.NS,2015-04-06,2015-05-04,134.05,120.49,-10.1,-14.0,4
KEI.NS,2015-04-06,2015-05-04,75.71,61.48,-18.8,-37574.0,4
RKFORGE.NS,2015-04-06,2015-06-01,103.12,103.32,0.2,-611.0,8
KPRMILL.NS,2015-04-06,2015-08-31,51.92,69.87,34.6,18.0,21
MARICO.NS,2015-04-13,2015-05-04,175.32,156.94,-10.5,-20597.0,3
ABREL.NS,2015-04-27,2015-05-11,685.94,591.41,-13.8,-25408.0,2
WELSPUNLIV.NS,2015-04-27,2015-08-10,43.61,74.16,70.1,123953.0,15
ADANIENT.NS,2015-05-11,2015-05-25,106.11,102.34,-3.6,-7230.0,2
NATCOPHARM.NS,2015-05-11,2015-06-08,427.08,370.29,-13.3,-24630.0,4
JUBLFOOD.NS,2015-05-11,2015-08-17,170.52,165.04,-3.2,-6632.0,14
FORTIS.NS,2015-05-18,2015-06-08,169.25,153.32,-9.4,-17827.0,3
HINDZINC.NS,2015-05-18,2015-06-29,66.6,60.55,-9.1,-17247.0,6
VOLTAS.NS,2015-05-18,2015-08-17,297.36,263.3,-11.5,-21489.0,13
LTFOODS.NS,2015-05-18,2015-08-24,13.21,15.45,17.0,29594.0,14
PAGEIND.NS,2015-05-25,2015-06-08,14506.75,12203.47,-15.9,-28441.0,2
TATAINVEST.NS,2015-05-25,2015-06-08,48.18,44.97,-6.7,-12917.0,2
ASAHIINDIA.NS,2015-05-25,2015-06-22,162.31,145.76,-10.2,-19276.0,4
BPCL.NS,2015-05-25,2015-08-10,73.37,75.77,3.3,5003.0,11
COALINDIA.NS,2015-05-25,2015-08-10,161.81,156.83,-3.1,-6440.0,11
AJANTPHARM.NS,2015-05-25,2015-08-24,943.4,867.18,-8.1,-15422.0,13
MARICO.NS,2015-05-25,2015-08-24,180.74,172.98,-4.3,-8642.0,13
NAVINFLUOR.NS,2015-05-25,2015-08-24,168.1,220.47,31.2,55199.0,13
SCHNEIDER.NS,2015-05-25,2015-08-24,216.55,185.7,-14.2,-26568.0,13
CHENNPETRO.NS,2015-05-25,2015-08-31,84.86,161.47,90.3,161785.0,14
BEML.NS,2015-06-01,2015-08-17,462.3,487.96,5.6,8919.0,11
SAREGAMA.NS,2015-06-01,2015-08-17,17.86,32.72,83.2,146366.0,11
BRITANNIA.NS,2015-06-01,2015-08-24,1168.27,1279.98,9.6,15945.0,12
BAJFINANCE.NS,2015-06-15,2015-07-06,49.85,48.58,-2.5,-5433.0,3
BHARTIARTL.NS,2015-06-15,2015-08-10,364.61,333.85,-8.4,-15892.0,8
ELECON.NS,2015-06-15,2015-08-17,35.97,35.92,-0.1,-1146.0,9
KEC.NS,2015-06-15,2015-08-24,119.81,120.07,0.2,-517.0,10
GLENMARK.NS,2015-06-15,2015-08-31,941.86,996.32,5.8,9378.0,11
SRF.NS,2015-06-22,2015-08-17,222.19,229.06,3.1,4674.0,8
OFSS.NS,2015-06-22,2015-08-24,2190.01,2573.49,17.5,30468.0,9
RKFORGE.NS,2015-06-22,2015-08-24,121.65,128.54,5.7,9302.0,9
WELCORP.NS,2015-06-22,2015-08-24,85.6,94.97,10.9,18826.0,9
ABFRL.NS,2015-06-22,2015-08-31,174.22,186.3,6.9,11587.0,10
HINDPETRO.NS,2015-06-29,2015-08-10,66.23,75.09,13.4,23755.0,6
IOC.NS,2015-06-29,2015-08-10,35.22,32.9,-6.6,-13085.0,6
EICHERMOT.NS,2015-07-06,2015-07-27,1908.3,1788.86,-6.3,-12611.0,3
CHOLAFIN.NS,2015-07-06,2015-08-03,139.34,127.41,-8.6,-16966.0,4
TARIL.NS,2015-07-06,2015-08-10,13.65,11.18,-18.1,-34841.0,5
LT.NS,2015-07-06,2015-08-17,1048.88,949.16,-9.5,-18640.0,6
BAJAJFINSV.NS,2015-07-06,2015-08-24,170.53,179.46,5.2,8870.0,7
TRIDENT.NS,2015-07-06,2015-08-24,2.45,2.9,18.2,33196.0,7
SPLPETRO.NS,2015-07-06,2015-08-31,41.63,42.84,2.9,4505.0,8
JUBLPHARMA.NS,2015-07-06,2015-09-07,135.96,218.52,60.7,112706.0,9
TECHNOE.NS,2015-07-06,2015-09-21,235.71,234.05,-0.7,-2260.0,11
BAJAJHLDNG.NS,2015-07-06,2015-12-21,1231.76,1369.52,11.2,19950.0,24
COFORGE.NS,2015-07-13,2015-08-24,82.29,75.55,-8.2,-16715.0,6
DIVISLAB.NS,2015-07-13,2015-08-24,905.12,1035.87,14.4,18759.0,6
FORTIS.NS,2015-07-13,2015-08-24,190.6,170.79,-10.4,-20935.0,6
GODREJIND.NS,2015-07-13,2015-08-31,387.56,357.23,-7.8,-15999.0,7
DRREDDY.NS,2015-07-13,2015-09-07,723.81,747.31,3.2,5275.0,8
GRANULES.NS,2015-07-13,2015-11-02,92.0,130.09,41.4,78623.0,16
AARTIIND.NS,2015-07-13,2015-11-09,86.76,114.86,32.4,61297.0,17
APLAPOLLO.NS,2015-07-13,2016-01-18,43.14,66.98,55.3,306.0,27
PVRINOX.NS,2015-07-13,2016-01-18,765.44,717.05,-6.3,-13076.0,27
KEI.NS,2015-07-20,2015-08-31,98.22,95.27,-3.0,-6708.0,6
KIRLOSENG.NS,2015-07-27,2015-08-10,266.83,218.67,-18.0,-32239.0,2
ACE.NS,2015-07-27,2015-08-17,47.04,38.33,-18.5,-36.0,3
CUMMINSIND.NS,2015-08-03,2015-08-31,976.65,890.11,-8.9,-15870.0,4
IPCALAB.NS,2015-08-10,2015-08-24,399.35,380.08,-4.8,-10717.0,2
ZEEL.NS,2015-08-10,2015-08-24,373.85,349.52,-6.5,-14111.0,2
ADANIPORTS.NS,2015-08-10,2015-08-31,343.39,321.6,-6.3,-13791.0,3
ASHOKLEY.NS,2015-08-10,2015-08-31,36.53,35.07,-4.0,-9042.0,3
TCS.NS,2015-08-10,2015-08-31,1039.26,986.3,-5.1,-11258.0,3
ECLERX.NS,2015-08-10,2015-09-21,417.5,393.7,-5.7,-12475.0,6
GODREJPROP.NS,2015-08-10,2015-11-02,306.02,305.52,-0.2,-1337.0,12
ARE%26M.NS,2015-08-17,2015-08-31,935.24,853.49,-8.7,-18539.0,2
AUROPHARMA.NS,2015-08-17,2015-09-07,738.04,675.55,-8.5,-18022.0,3
NEULANDLAB.NS,2015-08-17,2015-10-12,578.89,759.48,31.2,61683.0,8
ZFCVINDIA.NS,2015-08-17,2015-10-26,1170.02,1095.31,-6.4,-13825.0,10
CHOLAHLDNG.NS,2015-08-17,2015-11-02,256.11,235.82,-7.9,-16937.0,11
ATUL.NS,2015-08-17,2015-12-07,1276.32,1486.64,16.5,32139.0,16
J%26KBANK.NS,2015-08-24,2017-02-27,149.22,68.01,-54.4,-104807.0,79
WELSPUNLIV.NS,2015-09-07,2015-10-05,79.64,70.46,-11.5,-22586.0,4
TATAELXSI.NS,2015-09-07,2015-11-02,884.11,755.49,-14.5,-28136.0,8
JSL.NS,2015-09-14,2015-09-28,41.47,37.16,-10.4,-20575.0,2
KIRLOSENG.NS,2015-09-14,2015-09-28,271.9,226.37,-16.7,-32560.0,2
GODFRYPHLP.NS,2015-09-14,2015-12-14,184.07,325.67,76.9,144251.0,13
PFIZER.NS,2015-09-14,2015-12-21,2136.93,1968.71,-7.9,-15707.0,14
MARUTI.NS,2015-09-21,2015-10-05,4131.04,3896.83,-5.7,-11443.0,2
PGEL.NS,2015-09-21,2015-11-02,16.83,13.53,-19.6,-38027.0,6
SWANCORP.NS,2015-09-21,2015-11-16,70.97,66.45,-6.4,-12987.0,8
TORNTPOWER.NS,2015-09-21,2015-12-07,140.42,134.81,-4.0,-8495.0,11
SCI.NS,2015-09-21,2016-01-11,70.51,78.39,11.2,20161.0,16
TRIDENT.NS,2015-09-21,2016-01-11,3.3,3.64,10.3,18540.0,16
INFY.NS,2015-09-28,2015-10-12,434.22,411.69,-5.2,-10844.0,2
LUPIN.NS,2015-09-28,2015-10-26,1982.52,1809.36,-8.7,-17533.0,4
ZYDUSLIFE.NS,2015-09-28,2015-11-30,386.37,362.53,-6.2,-12702.0,9
3MINDIA.NS,2015-10-05,2015-12-07,10672.95,9615.27,-9.9,-18843.0,9
CEMPRO.NS,2015-10-05,2016-01-04,100.14,95.26,-4.9,-10200.0,13
CANFINHOME.NS,2015-10-05,2016-01-11,183.35,175.23,-4.4,-9337.0,14
SJVN.NS,2015-10-05,2016-01-11,14.66,15.8,7.8,13820.0,14
ZEEL.NS,2015-10-12,2015-11-02,378.62,354.21,-6.4,-13201.0,3
ZENSARTECH.NS,2015-10-12,2016-01-18,165.41,156.99,-5.1,-10627.0,14
ESCORTS.NS,2015-10-19,2015-11-02,171.11,141.22,-17.5,-34540.0,2
IIFL.NS,2015-10-19,2015-11-02,96.67,87.14,-9.9,-19910.0,2
JSL.NS,2015-10-19,2015-11-16,46.12,23.4,-49.3,-95640.0,4
RADICO.NS,2015-10-19,2015-11-30,94.64,105.32,11.3,20740.0,6
IDBI.NS,2015-10-19,2015-12-07,79.59,78.46,-1.4,-3706.0,7
COFORGE.NS,2015-10-19,2016-01-11,90.45,87.13,-3.7,-8016.0,12
ECLERX.NS,2015-10-19,2016-01-11,459.9,424.79,-7.6,-15636.0,12
LTFOODS.NS,2015-10-19,2016-01-11,21.26,20.98,-1.3,-3508.0,12
MPHASIS.NS,2015-10-19,2016-01-11,339.89,333.15,-2.0,-4774.0,12
