date,nifty_close,india_vix
2017-04-27,9342.15,11.07
2017-04-28,9304.05,10.86
2017-05-02,9313.8,11.45
2017-05-03,9311.95,11.53
2017-05-04,9359.9,11.33
2017-05-05,9285.3,11.99
2017-05-08,9314.05,11.67
2017-05-09,9316.85,11.11
2017-05-10,9407.3,10.95
2017-05-11,9422.4,10.84
2017-05-12,9400.9,10.63
2017-05-15,9445.4,10.68
2017-05-16,9512.25,10.56
2017-05-17,9525.75,10.64
2017-05-18,9429.45,11.79
2017-05-19,9427.9,11.3
2017-05-22,9438.25,11.2
2017-05-23,9386.15,12.2
2017-05-24,9360.55,11.83
2017-05-25,9509.75,10.45
2017-05-26,9595.1,10.86
2017-05-29,9604.9,11.79
2017-05-30,9624.55,11.77
2017-05-31,9621.25,11.76
2017-06-01,9616.1,11.31
2017-06-02,9653.5,10.81
2017-06-05,9675.1,11.02
2017-06-06,9637.15,11.13
2017-06-07,9663.9,10.89
2017-06-08,9647.25,11.07
2017-06-09,9668.25,10.86
2017-06-12,9616.4,11.42
2017-06-13,9606.9,11.34
2017-06-14,9618.15,11.18
2017-06-15,9578.05,11.33
2017-06-16,9588.05,10.92
2017-06-19,9657.55,10.63
2017-06-20,9653.5,10.66
2017-06-21,9633.6,10.92
2017-06-22,9630.0,11.21
2017-06-23,9574.95,11.56
2017-06-27,9511.4,12.51
2017-06-28,9491.25,11.99
2017-06-29,9504.1,11.38
2017-06-30,9520.9,11.73
2017-07-03,9615.0,11.2
2017-07-04,9613.3,11.28
2017-07-05,9637.6,11.15
2017-07-06,9674.55,10.98
2017-07-07,9665.8,10.87
2017-07-10,9771.05,10.91
2017-07-11,9786.05,10.89
2017-07-12,9816.1,11.05
2017-07-13,9891.7,11.25
2017-07-14,9886.35,11.17
2017-07-17,9915.95,11.46
2017-07-18,9827.15,11.49
2017-07-19,9899.6,11.26
2017-07-20,9873.3,11.32
2017-07-21,9915.25,11.09
2017-07-24,9966.4,11.31
2017-07-25,9964.55,10.91
2017-07-26,10020.65,11.17
2017-07-27,10020.55,11.22
2017-07-28,10014.5,11.14
2017-07-31,10077.1,11.9
2017-08-01,10114.65,11.91
2017-08-02,10081.5,11.94
2017-08-03,10013.65,11.64
2017-08-04,10066.4,11.39
2017-08-07,10057.4,11.9
2017-08-08,9978.55,12.77
2017-08-09,9908.05,13.45
2017-08-10,9820.25,13.8
2017-08-11,9710.8,15.2
2017-08-14,9794.15,14.38
2017-08-16,9897.3,14.24
2017-08-17,9904.15,14.34
2017-08-18,9837.4,14.57
2017-08-21,9754.35,14.82
2017-08-22,9765.55,14.11
2017-08-23,9852.5,13.18
2017-08-24,9857.05,12.57
2017-08-28,9912.8,12.64
2017-08-29,9796.05,13.54
2017-08-30,9884.4,12.89
2017-08-31,9917.9,11.95
2017-09-01,9974.4,11.68
2017-09-04,9912.85,13.17
2017-09-05,9952.2,12.89
2017-09-06,9916.2,13.12
2017-09-07,9929.9,13.01
2017-09-08,9934.8,12.96
2017-09-11,10006.05,12.36
2017-09-12,10093.05,11.76
2017-09-13,10079.3,11.76
2017-09-14,10086.6,11.47
2017-09-15,10085.4,11.68
2017-09-18,10153.1,11.44
2017-09-19,10147.55,11.47
2017-09-20,10141.15,11.63
2017-09-21,10121.9,11.63
2017-09-22,9964.4,12.81
2017-09-25,9872.6,13.34
2017-09-26,9871.5,12.93
2017-09-27,9735.75,13.86
2017-09-28,9768.95,13.17
2017-09-29,9788.6,12.49
2017-10-03,9859.5,12.46
2017-10-04,9914.9,11.8
2017-10-05,9888.7,11.71
2017-10-06,9979.7,11.12
2017-10-09,9988.75,11.39
2017-10-10,10016.95,11.11
2017-10-11,9984.8,11.73
2017-10-12,10096.4,11.04
2017-10-13,10167.45,11.26
2017-10-16,10230.85,11.31
2017-10-17,10234.45,11.61
2017-10-18,10210.85,11.54
2017-10-19,10146.55,12.4
2017-10-23,10184.85,12.33
2017-10-24,10207.7,11.59
2017-10-25,10295.35,11.76
2017-10-26,10343.8,11.62
2017-10-27,10323.05,11.48
2017-10-30,10363.65,12.11
2017-10-31,10335.3,12.44
2017-11-01,10440.5,12.14
2017-11-02,10423.8,12.01
2017-11-03,10452.5,11.91
2017-11-06,10451.8,13.02
2017-11-07,10350.15,13.24
2017-11-08,10303.15,13.61
2017-11-09,10308.95,13.27
2017-11-10,10321.75,13.48
2017-11-13,10224.95,14.05
2017-11-14,10186.6,14.17
2017-11-15,10118.05,14.27
2017-11-16,10214.75,13.46
2017-11-17,10283.6,13.71
2017-11-20,10298.75,13.43
2017-11-21,10326.9,13.72
2017-11-22,10342.3,14.04
2017-11-23,10348.75,13.87
2017-11-24,10389.7,13.51
2017-11-27,10399.55,13.03
2017-11-28,10370.25,13.15
2017-11-29,10361.3,13.06
2017-11-30,10226.55,13.55
2017-12-01,10121.8,14.8
2017-12-04,10127.75,14.86
2017-12-05,10118.25,15.01
2017-12-06,10044.1,15.09
2017-12-07,10166.7,14.27
2017-12-08,10265.65,13.67
2017-12-11,10322.25,14.15
2017-12-12,10240.15,15.26
2017-12-13,10192.95,15.95
2017-12-14,10252.1,16.41
2017-12-15,10333.25,14.94
2017-12-18,10388.75,13.12
2017-12-19,10463.2,12.19
2017-12-20,10444.2,12.19
2017-12-21,10440.3,12.09
2017-12-22,10493.0,11.59
2017-12-26,10531.5,12.05
2017-12-27,10490.75,12.49
2017-12-28,10477.9,12.3
2017-12-29,10530.7,12.67
2018-01-01,10530.7,13.35
2018-01-02,10442.2,13.69
2018-01-03,10443.2,13.62
2018-01-04,10504.8,13.42
2018-01-05,10558.85,13.11
2018-01-08,10623.6,13.74
2018-01-09,10637.0,13.85
2018-01-10,10632.2,14.04
2018-01-11,10651.2,14.01
2018-01-12,10681.25,13.73
2018-01-15,10741.55,14.31
2018-01-16,10700.45,14.09
2018-01-17,10788.55,13.86
2018-01-18,10817.0,13.96
2018-01-19,10894.7,13.98
2018-01-22,10966.2,15.39
2018-01-23,11083.7,16.23
2018-01-24,11086.0,18.04
2018-01-25,11069.65,17.51
2018-01-29,11130.4,17.89
2018-01-30,11049.65,16.42
2018-01-31,11027.7,15.93
2018-02-01,11016.9,14.11
2018-02-02,10760.6,15.25
2018-02-05,10666.55,16.05
2018-02-06,10498.25,20.02
2018-02-07,10476.7,19.47
2018-02-08,10576.85,17.77
2018-02-09,10454.95,19.23
2018-02-12,10539.75,17.88
2018-02-14,10500.9,17.18
2018-02-15,10545.5,16.32
2018-02-16,10452.3,16.38
2018-02-19,10378.4,16.67
2018-02-20,10360.4,16.87
2018-02-21,10397.45,15.92
2018-02-22,10382.7,14.83
2018-02-23,10491.05,14.2
2018-02-26,10582.6,13.7
2018-02-27,10554.3,13.92
2018-02-28,10492.85,13.81
2018-03-01,10458.35,14.07
2018-03-05,10358.85,15.4
2018-03-06,10249.25,16.25
2018-03-07,10154.2,15.7
2018-03-08,10242.65,14.59
2018-03-09,10226.85,14.53
2018-03-12,10421.4,14.49
2018-03-13,10426.85,14.46
2018-03-14,10410.9,14.36
2018-03-15,10360.15,14.33
2018-03-16,10195.15,15.22
2018-03-19,10094.25,15.82
2018-03-20,10124.35,15.61
2018-03-21,10155.25,15.11
2018-03-22,10114.75,15.25
2018-03-23,9998.05,15.55
2018-03-26,10130.65,15.2
2018-03-27,10184.15,15.55
2018-03-28,10113.7,15.76
2018-04-02,10211.8,15.35
2018-04-03,10245.0,15.19
2018-04-04,10128.4,16.34
2018-04-05,10325.15,14.8
2018-04-06,10331.6,14.75
2018-04-09,10379.35,14.87
2018-04-10,10402.25,14.5
2018-04-11,10417.15,14.72
2018-04-12,10458.65,14.56
2018-04-13,10480.6,14.14
2018-04-16,10528.35,14.26
2018-04-17,10548.7,14.04
2018-04-18,10526.2,14.11
2018-04-19,10565.3,13.75
2018-04-20,10564.05,12.94
2018-04-23,10584.7,13.15
2018-04-24,10614.35,11.9
2018-04-25,10570.55,12.4
2018-04-26,10617.8,12.04
2018-04-27,10692.3,12.02
2018-04-30,10739.35,12.36
2018-05-02,10718.05,12.84
2018-05-03,10679.65,12.99
2018-05-04,10618.25,13.25
2018-05-07,10715.5,13.76
2018-05-08,10717.8,14.06
2018-05-09,10741.7,14.27
2018-05-10,10716.55,14.43
2018-05-11,10806.5,13.98
2018-05-14,10806.6,14.25
2018-05-15,10801.85,13.17
2018-05-16,10741.1,13.44
2018-05-17,10682.7,13.41
2018-05-18,10596.4,14.15
2018-05-21,10516.7,14.41
2018-05-22,10536.7,13.6
2018-05-23,10430.35,14.16
2018-05-24,10513.85,13.15
2018-05-25,10605.15,12.65
2018-05-28,10688.65,13.06
2018-05-29,10633.3,13.07
2018-05-30,10614.35,13.41
2018-05-31,10736.15,13.22
2018-06-01,10696.2,13.57
2018-06-04,10628.5,13.88
2018-06-05,10593.15,13.32
2018-06-06,10684.65,12.55
2018-06-07,10768.35,12.78
2018-06-08,10767.65,12.7
2018-06-11,10786.95,13.18
2018-06-12,10842.85,12.73
2018-06-13,10856.7,12.64
2018-06-14,10808.05,12.1
2018-06-15,10817.7,12.07
2018-06-18,10799.85,12.38
2018-06-19,10710.45,12.92
2018-06-20,10772.05,12.17
2018-06-21,10741.1,12.45
2018-06-22,10821.85,12.02
2018-06-25,10762.45,12.58
2018-06-26,10769.15,12.8
2018-06-27,10671.4,13.51
2018-06-28,10589.1,13.95
2018-06-29,10714.3,12.94
2018-07-02,10657.3,13.37
2018-07-03,10699.9,13.0
2018-07-04,10769.9,12.66
2018-07-05,10749.75,12.58
2018-07-06,10772.65,12.44
2018-07-09,10852.9,12.39
2018-07-10,10947.25,12.4
2018-07-11,10948.3,12.78
2018-07-12,11023.2,12.51
2018-07-13,11018.9,12.3
